,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
154,Derrick Alexander\AlexDe00,KAN,WR,30,13,11,0,0,0,0,0,2,16,8.00,0,68,27,470,17.41,3,0,,3,,,67,93.6,96.6,80.1,,58,
155,Brian Finneran\FinnBr00,ATL,WR,25,16,1,0,0,0,0,0,0,0,,0,41,23,491,21.35,3,0,,3,,,67,90.1,93.1,78.6,,57,
156,David Terrell\TerrDa00,CHI,WR,22,16,6,0,0,0,0,0,0,0,,0,63,34,415,12.21,4,0,,4,,,66,99.5,102.5,82.5,,59,
157,Corey Bradford\BradCo00,GNB,WR,26,16,6,0,0,0,0,0,0,0,,0,58,31,526,16.97,2,1,,2,,,65,95.6,98.6,80.1,,60,
158,Trent Dilfer\DilfTr00,SEA,QB,29,6,4,73,122,1014,7,4,11,17,1.55,0,1,1,-5,-5.00,0,3,,0,,1,64,64.8,71.8,68.3,,33,
159,Elvis Joseph\JoseEl00,JAX,RB,23,14,3,0,0,0,0,0,68,294,4.32,0,24,18,183,10.17,2,2,1,3,,,64,81.7,88.7,72.7,,53,
160,Freddie Jones\JoneFr00,SDG,TE,27,14,9,0,0,0,0,0,0,0,,0,60,35,388,11.09,4,0,,4,,,63,97.8,100.8,80.3,,13,
161,Muhsin Muhammad\MuhaMu00,CAR,WR,28,11,11,0,0,0,0,0,0,0,,0,93,50,585,11.70,1,2,1,1,,,63,112.5,116.5,87.5,,61,
162,Anthony Becht\BechAn00,NYJ,TE,24,16,15,0,0,0,0,0,0,0,,0,53,36,321,8.92,5,0,,5,,,62,98.1,101.1,80.1,,14,
163,Todd Bouman\BoumTo00,MIN,QB,29,5,3,51,89,795,8,4,9,61,6.78,0,0,0,0,,0,1,,0,,,62,61.9,68.9,65.9,,34,
164,Az-Zahir Hakim\HakiAz00,STL,WR,24,16,1,1,1,51,1,0,11,50,4.55,0,53,39,374,9.59,3,8,2,3,,,62,101.4,106.4,81.9,,62,
165,Koren Robinson\RobiKo00,SEA,WR,21,16,13,0,0,0,0,0,4,13,3.25,0,78,39,536,13.74,1,2,,1,,,61,99.9,102.9,80.4,,63,
166,Eddie Kennison\KennEd00,2TM,WR,28,13,7,0,0,0,0,0,5,22,4.40,0,50,31,491,15.84,1,1,,1,1,,59,90.3,93.3,74.8,,64,
167,Michael Vick\VickMi00,ATL,QB,21,8,2,50,113,785,2,3,31,289,9.32,1,0,0,0,,0,6,5,1,,,58,58.3,72.3,61.3,,35,
168,Snoop Minnis\MinnMa00,KAN,WR,24,13,11,0,0,0,0,0,0,0,,0,67,33,511,15.48,1,0,,1,,,57,90.1,93.1,73.6,,65,
169,Dwayne Carswell*\CarsDw00,DEN,TE,29,16,16,0,0,0,0,0,0,0,,0,56,34,299,8.79,4,0,,4,1,,56,89.9,92.9,72.9,,15,
170,Quincy Morgan\MorgQu00,CLE,WR,24,16,9,0,0,0,0,0,2,27,13.50,0,72,30,432,14.40,2,3,1,2,,,56,85.9,89.9,70.9,,66,
171,Isaac Byrd\ByrdIs00,CAR,WR,27,15,5,0,0,0,0,0,1,-2,-2.00,0,71,37,492,13.30,1,0,,1,,,55,92.0,95.0,73.5,,68,
172,Ki-Jana Carter\CartKi00,WAS,RB,28,14,0,0,0,0,0,0,63,308,4.89,3,21,13,83,6.38,0,1,1,3,,,55,68.1,72.1,61.6,,54,
173,Tim Dwight\DwigTi00,SDG,WR,26,10,2,0,0,0,0,0,2,24,12.00,1,50,25,406,16.24,0,1,,2,,,55,80.0,83.0,67.5,,67,
174,Eric Johnson\JohnEr00,SFO,TE,22,16,14,0,0,0,0,0,0,0,,0,64,40,362,9.05,3,1,1,3,1,,54,94.2,98.2,74.2,,16,
175,Kevin Faulk\FaulKe00,NWE,RB,25,15,1,1,1,23,0,0,41,169,4.12,1,36,30,189,6.30,2,2,1,3,,,53,82.7,89.7,67.7,,55,
176,Dave Moore\MoorDa00,TAM,TE,32,16,16,0,0,0,0,0,0,0,,0,53,35,285,8.14,4,0,,4,,,53,87.5,90.5,70.0,,17,
177,Shawn Bryson\BrysSh00,BUF,RB,25,15,3,0,0,0,0,0,80,341,4.26,2,11,9,59,6.56,0,0,,2,,,52,61.0,64.0,56.5,,56,
178,Kyle Brady\BradKy00,JAX,TE,29,16,16,0,0,0,0,0,0,0,,0,63,36,386,10.72,2,0,,2,,,51,86.6,89.6,68.6,,18,
179,Mike McMahon\McMaMi00,DET,QB,22,8,3,53,115,671,3,1,27,145,5.37,1,0,0,0,,0,5,4,1,1,,51,51.3,62.3,52.3,,36,
180,Bobby Shaw\ShawBo00,PIT,WR,26,16,0,0,0,0,0,0,0,0,,0,44,24,409,17.04,2,1,1,2,,,51,74.9,78.9,62.9,,69,
181,Zack Crockett\CrocZa00,OAK,RB,29,16,0,0,0,0,0,0,57,145,2.54,6,3,2,10,5.00,0,1,1,6,,,50,51.5,55.5,50.5,,57,
182,Alge Crumpler\CrumAl00,ATL,TE,24,16,12,0,0,0,0,0,0,0,,0,41,25,330,13.20,3,1,1,3,,,49,74.0,78.0,61.5,,19,
183,Ricky Watters\WattRi00,SEA,RB,32,5,4,0,0,0,0,0,72,318,4.42,1,22,11,107,9.73,0,1,,1,,,49,59.5,65.5,54.0,,58,
184,Moe Williams\WillMo00,BAL,RB,27,15,2,0,0,0,0,0,65,291,4.48,0,35,23,210,9.13,0,1,1,0,,,48,71.1,78.1,59.6,,59,
185,Roland Williams\WillRo01,OAK,TE,26,16,15,0,0,0,0,0,0,0,,0,53,33,298,9.03,3,0,,3,,,48,80.8,83.8,64.3,,20,
186,Brandon Stokley\StokBr00,BAL,WR,25,16,5,0,0,0,0,0,1,1,1.00,0,46,24,344,14.33,2,1,,2,,,47,70.5,73.5,58.5,,70,
187,Jacquez Green\GreeJa00,TAM,WR,25,12,10,0,0,0,0,0,0,0,,0,59,36,402,11.17,1,0,,1,,,46,82.2,85.2,64.2,,71,
188,LaMont Jordan\JordLa00,NYJ,RB,23,16,0,0,1,0,0,0,39,292,7.49,1,10,7,44,6.29,1,0,,2,,,46,52.6,55.6,49.1,,60,
189,Richie Anderson\AndeRi00,NYJ,RB,30,16,15,0,0,0,0,0,26,102,3.92,0,57,40,252,6.30,2,1,1,2,,,45,85.4,92.4,65.4,,61,
190,Ken Dilger*\DilgKe00,IND,TE,30,16,16,1,1,39,1,0,0,0,,0,54,32,343,10.72,1,2,2,1,1,,44,75.9,80.9,59.9,,21,
191,Jerome Pathon\PathJe00,IND,WR,26,4,3,0,0,0,0,0,1,-8,-8.00,0,32,24,330,13.75,2,0,,2,,,44,68.2,71.2,56.2,,72,
192,Randall Cunningham\CunnRa00,BAL,QB,38,6,2,54,89,573,3,2,14,40,2.86,1,0,0,0,,0,4,,1,,1,43,42.9,47.9,44.9,,37,
193,Marc Edwards\EdwaMa00,NWE,RB,27,16,13,0,0,0,0,0,51,141,2.76,1,39,25,166,6.64,2,3,3,3,,,43,67.7,76.7,55.2,,62,
194,Dez White\WhitDe00,CHI,WR,22,14,6,0,0,0,0,0,0,0,,0,82,45,428,9.51,0,0,,0,,,43,87.8,90.8,65.3,,73,
195,Germane Crowell\CrowGe00,DET,WR,25,5,4,0,0,0,0,0,1,6,6.00,0,38,22,289,13.14,2,1,,2,,,42,63.5,66.5,52.5,,74,
196,Skip Hicks\HickSk00,TEN,RB,27,9,0,0,0,0,0,0,56,341,6.09,1,6,5,22,4.40,0,0,,1,,,42,47.3,50.3,44.8,,63,
197,Deuce McAllister\McAlDe00,NOR,RB,23,16,4,1,2,12,1,0,16,91,5.69,1,20,15,166,11.07,1,1,,2,,,42,57.2,60.2,49.7,,64,
198,Drew Bennett\BennDr00,TEN,WR,23,14,1,0,0,0,0,0,0,0,,0,46,24,329,13.71,1,0,,1,1,,41,64.9,67.9,52.9,,76,
199,Troy Edwards\EdwaTr00,PIT,WR,24,16,0,0,0,0,0,0,5,28,5.60,1,35,19,283,14.89,0,1,1,2,,,41,60.1,64.1,50.6,,75,
200,Tai Streets\StreTa00,SFO,WR,24,16,3,0,0,0,0,0,0,0,,0,52,28,345,12.32,1,0,,1,,,41,68.5,71.5,54.5,,77,
201,Jamal Anderson\AndeJa00,ATL,RB,29,3,3,0,0,0,0,0,55,190,3.45,1,4,3,111,37.00,1,1,1,2,,,40,43.1,50.1,41.6,,65,
202,Bobby Engram\EngrBo00,SEA,WR,28,16,4,0,0,0,0,0,0,0,,0,51,29,400,13.79,0,0,,0,,,40,69.0,72.0,54.5,,78,
203,Obafemi Ayanbadejo\AyanOb00,BAL,RB,26,16,5,0,0,0,0,0,46,173,3.76,1,33,24,121,5.04,1,1,1,2,,,39,63.4,70.4,51.4,,66,
204,Tim Biakabutuka\BiakTi00,CAR,RB,27,5,4,0,0,0,0,0,53,230,4.34,1,17,12,121,10.08,0,3,1,1,,,39,51.1,58.1,45.1,,67,
205,Doug Chapman\ChapDo00,MIN,RB,24,16,3,0,0,0,0,0,63,195,3.10,0,19,16,135,8.44,1,1,,1,,,39,55.0,61.0,47.0,,68,
206,Ron Dugans\DugaRo00,CIN,WR,24,16,3,0,0,0,0,0,0,0,,0,45,28,251,8.96,2,0,,2,1,,39,67.1,70.1,53.1,,79,
207,Terry Jackson\JackTe00,SFO,RB,25,16,1,0,0,0,0,0,22,138,6.27,1,14,12,91,7.58,2,1,1,3,,,39,50.9,54.9,44.9,,69,
208,Chad Johnson\JohnCh01,CIN,WR,23,12,3,0,0,0,0,0,0,0,,0,60,28,329,11.75,1,0,,1,,,39,66.9,69.9,52.9,,82,
209,Jake Reed\ReedJa00,MIN,WR,34,16,0,0,0,0,0,0,0,0,,0,53,27,309,11.44,1,0,,1,1,,39,65.9,68.9,52.4,,81,
210,Marcus Robinson\RobiMa00,CHI,WR,26,5,4,0,0,0,0,0,0,0,,0,42,23,269,11.70,2,0,,2,,,39,61.9,64.9,50.4,,80,
211,Michael Wiley\WileMi00,DAL,RB,23,16,0,0,0,0,0,0,34,247,7.26,0,27,16,99,6.19,1,1,1,1,,,39,54.6,58.6,46.6,,70,
212,Brandon Bennett\BennBr00,CIN,RB,28,16,1,0,0,0,0,0,50,232,4.64,0,26,20,150,7.50,0,1,,0,,,38,58.2,64.2,48.2,,72,
213,Dorsey Levens\LeveDo00,GNB,RB,31,15,1,0,0,0,0,0,44,165,3.75,0,35,24,159,6.63,1,0,,1,,,38,62.4,68.4,50.4,,71,
214,Boo Williams\WillBo00,NOR,TE,22,11,4,0,0,0,0,0,0,0,,0,42,20,202,10.10,3,0,,3,,,38,58.2,61.2,48.2,,22,
215,Jermaine Wiggins\WiggJe00,NWE,TE,26,16,6,0,0,0,0,0,0,0,,0,21,14,133,9.50,4,0,,4,,,37,51.3,54.3,44.3,,23,
216,Terrence Wilkins\WilkTe00,IND,WR,26,11,4,0,0,0,0,0,0,0,,0,56,34,332,9.76,0,1,1,1,,,37,71.2,75.2,54.2,,83,
217,Cam Cleeland\CleeCa00,NOR,TE,26,9,7,0,0,0,0,0,0,0,,0,22,13,138,10.62,4,1,1,4,,,36,48.8,52.8,42.3,,24,
218,Reggie Wayne\WaynRe00,IND,WR,23,13,9,0,0,0,0,0,0,0,,0,49,27,345,12.78,0,0,,0,,,35,61.5,64.5,48.0,,84,
219,JaJuan Dawson\DawsJa00,CLE,WR,24,14,0,0,0,0,0,0,0,0,,0,34,22,281,12.77,1,0,,1,,,34,56.1,59.1,45.1,,85,
220,Shane Matthews\MattSh00,CHI,QB,31,4,3,84,129,694,5,6,4,5,1.25,0,0,0,0,,0,4,1,0,,,34,34.3,44.3,40.3,,38,
221,Freddie Mitchell\MitcFr00,PHI,WR,23,15,1,0,1,0,0,0,2,-4,-2.00,0,43,21,283,13.48,1,0,,1,,,34,54.9,57.9,44.4,,86,
222,Greg Comella\ComeGr00,NYG,RB,26,16,13,0,0,0,0,0,4,15,3.75,0,55,39,253,6.49,1,2,,1,,,33,71.8,74.8,52.3,,73,
223,Donald Driver\DrivDo00,GNB,WR,26,13,2,0,0,0,0,0,3,38,12.67,1,19,13,167,12.85,1,0,,2,,,33,45.5,48.5,39.0,,88,
224,Brian Kozlowski\KozlBr00,ATL,TE,31,16,0,0,0,0,0,0,0,0,,0,22,15,270,18.00,1,0,,1,,,33,48.0,51.0,40.5,,25,
225,Kevin Lockett\LockKe00,WAS,WR,27,16,0,1,1,31,1,0,0,0,,0,41,22,293,13.32,0,1,1,0,,,33,54.5,58.5,43.5,,87,
226,Larry Parker\ParkLa00,KAN,WR,25,12,4,0,0,0,0,0,3,6,2.00,0,39,15,199,13.27,2,0,,2,,,33,47.5,50.5,40.0,,89,
227,Anthony Wright\WrigAn00,DAL,QB,25,4,3,48,98,529,5,5,17,57,3.35,0,0,0,0,,0,4,2,0,,,33,32.9,42.9,37.9,,39,
228,Albert Connell\ConnAl00,NOR,WR,27,11,1,0,0,0,0,0,1,6,6.00,0,28,12,191,15.92,2,0,,2,,,32,43.7,46.7,37.7,,90,
229,Zeron Flemister\FlemZe00,WAS,TE,25,16,1,0,0,0,0,0,0,0,,0,29,18,196,10.89,2,0,,2,,,32,49.6,52.6,40.6,,27,
230,Olandis Gary\GaryOl00,DEN,RB,26,9,1,0,0,0,0,0,57,228,4.00,1,5,4,29,7.25,0,0,,1,,,32,35.7,38.7,33.7,,74,
231,Erron Kinney\KinnEr00,TEN,TE,24,13,12,0,0,0,0,0,0,0,,0,42,25,263,10.52,1,0,,1,,,32,57.3,60.3,44.8,,26,
232,Tywan Mitchell\MitcTy00,ARI,WR,26,16,4,0,0,0,0,0,0,0,,0,40,25,196,7.84,2,0,,2,,,32,56.6,59.6,44.1,,91,
233,Jed Weaver\WeavJe00,MIA,TE,25,16,7,0,0,0,0,0,0,0,,0,25,18,215,11.94,2,1,1,2,,,32,49.5,53.5,40.5,,28,
234,Mikhael Ricks\RickMi00,KAN,TE,27,16,0,0,0,0,0,0,0,0,,0,30,18,252,14.00,1,0,,1,,,31,49.2,52.2,40.2,,29,
235,Chris Thomas\ThomCh00,KAN,WR,30,10,5,0,0,0,0,0,0,0,,0,38,19,247,13.00,1,0,,1,,,31,49.7,52.7,40.2,,92,
236,Steve Smith*+\SmitSt01,CAR,WR,22,15,1,0,0,0,0,0,4,43,10.75,0,20,10,154,15.40,0,8,4,3,,,30,39.7,46.7,34.7,,93,
237,Ty Detmer\DetmTy00,DET,QB,34,4,4,92,151,906,3,10,9,26,2.89,0,0,0,0,,0,3,1,0,,,29,28.8,42.8,38.8,,41,
238,Danny Farmer\FarmDa00,CIN,WR,24,12,1,0,0,0,0,0,0,0,,0,23,15,228,15.20,1,1,,1,,,29,43.8,46.8,36.3,,95,
239,Larry Foster\FostLa00,DET,WR,25,13,5,0,0,0,0,0,2,6,3.00,0,47,22,283,12.86,0,1,,0,,,29,50.9,53.9,39.9,,94,
240,Gus Frerotte\FrerGu00,DEN,QB,30,4,1,30,48,308,3,0,10,9,0.90,1,0,0,0,,0,2,1,1,,,29,29.2,33.2,29.2,,40,
241,Aaron Stecker\StecAa00,TAM,RB,26,13,0,0,0,0,0,0,24,72,3.00,1,13,10,101,10.10,1,0,,2,,,29,39.3,42.3,34.3,,75,
242,Patrick Hape\HapePa00,DEN,TE,27,15,8,0,0,0,0,0,2,0,0.00,0,19,15,96,6.40,3,0,,3,,,28,42.6,42.6,35.1,,30,
243,Jim Kleinsasser\KleiJi00,MIN,TE,24,11,11,0,0,0,0,0,23,72,3.13,1,28,24,184,7.67,0,2,2,1,,,28,51.6,56.6,39.6,,31,
244,Robert Wilson\WilsRo01,NOR,WR,27,15,1,0,0,0,0,0,0,0,,0,38,21,277,13.19,0,0,,0,,,28,48.7,51.7,38.2,,96,
245,Scotty Anderson\AndeSc00,DET,WR,22,9,4,0,0,0,0,0,0,0,,0,34,12,211,17.58,1,0,,1,,,27,39.1,42.1,33.1,,98,
246,Fred Baxter\BaxtFr00,CHI,TE,30,14,14,0,0,0,0,0,0,0,,0,44,22,148,6.73,2,0,,2,,,27,48.8,51.8,37.8,,33,
247,Terrell Fletcher\FletTe00,SDG,RB,28,13,0,0,0,0,0,0,29,107,3.69,0,29,23,184,8.00,0,1,1,0,,,27,50.1,57.1,38.6,,77,
248,Cecil Martin\MartCe00,PHI,RB,26,16,15,0,0,0,0,0,9,27,3.00,0,34,24,124,5.17,2,0,,2,,,27,51.1,54.1,39.1,,78,
249,Neil O'Donnell\ODonNe00,TEN,QB,35,5,1,42,76,496,2,2,6,28,4.67,0,0,0,0,,0,1,,0,,,27,26.6,31.6,28.6,,42,
250,Jon Ritchie\RitcJo00,OAK,RB,27,15,10,0,0,0,0,0,0,0,,0,27,19,154,8.11,2,0,,2,,,27,46.4,49.4,36.9,,76,
251,O.J. Santiago\SantO.00,CLE,TE,27,14,12,0,0,0,0,0,0,0,,0,27,17,153,9.00,2,0,,2,,,27,44.3,47.3,35.8,,32,
252,James Williams\WillJa01,SEA,WR,23,6,2,0,0,0,0,0,0,0,,0,17,12,212,17.67,1,1,,1,,,27,39.2,42.2,33.2,,97,
253,Terry Glenn\GlenTe00,NWE,WR,27,4,1,0,0,0,0,0,0,0,,0,24,14,204,14.57,1,0,,1,,,26,40.4,43.4,33.4,,99,
254,Jackie Harris\HarrJa00,DAL,TE,33,13,12,0,0,0,0,0,0,0,,0,25,15,141,9.40,2,0,,2,,,26,41.1,44.1,33.6,,34,
255,Bert Emanuel\EmanBe00,2TM,WR,31,8,5,0,0,0,0,0,0,0,,0,45,21,246,11.71,0,0,,0,,,25,45.6,48.6,35.1,,100,
256,Christian Fauria\FaurCh00,SEA,TE,30,16,11,0,0,0,0,0,0,0,,0,40,21,188,8.95,1,2,1,1,1,,25,45.8,49.8,35.3,,36,
257,Todd Heap\HeapTo00,BAL,TE,21,12,6,0,0,0,0,0,0,0,,0,23,16,206,12.88,1,1,1,1,,,25,40.6,44.6,32.6,,37,
258,Walter Rasby\RasbWa00,WAS,TE,29,16,11,0,0,0,0,0,0,0,,0,27,10,128,12.80,2,0,,2,,,25,34.8,37.8,29.8,,35,
259,J.R. Redmond\RedmJ.00,NWE,RB,24,12,0,0,0,0,0,0,35,119,3.40,0,21,13,132,10.15,0,0,,0,,,25,38.1,44.1,31.6,,79,
260,Nick Goings\GoinNi00,CAR,RB,23,13,2,0,0,0,0,0,66,197,2.98,0,9,8,39,4.88,0,1,,0,,,24,31.6,34.6,27.6,,80,
261,Brad Hoover\HoovBr00,CAR,RB,25,16,7,0,0,0,0,0,17,71,4.18,0,47,26,185,7.12,0,1,1,0,,,24,49.6,53.6,36.6,,81,
262,Darrin Chiaverini\ChiaDa00,DAL,WR,24,16,0,0,0,0,0,0,1,3,3.00,0,32,10,107,10.70,2,0,,2,,,23,33.0,36.0,28.0,,103,
263,Sean Dawkins\DawkSe00,JAX,WR,30,16,3,0,0,0,0,0,0,0,,0,49,20,234,11.70,0,1,,0,,,23,43.4,46.4,33.4,,101,
264,Trevor Insley\InslTr00,IND,WR,24,11,0,0,0,0,0,0,0,0,,0,21,14,165,11.79,1,0,,1,,,23,36.5,39.5,29.5,,105,
265,Jerry Porter\PortJe00,OAK,WR,23,15,1,0,0,0,0,0,2,13,6.50,0,37,19,220,11.58,0,0,,0,,,23,42.3,45.3,32.8,,102,
266,Dedric Ward\WardDe00,MIA,WR,27,13,1,0,0,0,0,0,2,21,10.50,0,40,21,209,9.95,0,1,,0,,,23,44.0,47.0,33.5,,104,
267,D'Wayne Bates\BateDW00,CHI,WR,26,11,1,0,0,0,0,0,0,0,,0,14,9,160,17.78,1,0,,1,,,22,31.0,34.0,26.5,,106,
268,Drew Bledsoe\BledDr00,NWE,QB,29,2,2,40,66,400,2,2,5,18,3.60,0,0,0,0,,0,1,,0,,,22,21.8,26.8,23.8,,43,
269,Trevor Gaylor\GaylTr00,SDG,WR,24,7,3,0,0,0,0,0,0,0,,0,34,14,217,15.50,0,0,,0,,,22,35.7,38.7,28.7,,107,
270,Mike Green\GreeMi00,TEN,RB,25,16,1,0,2,0,0,2,15,71,4.73,1,13,12,64,5.33,1,1,,2,,,22,33.5,35.5,29.5,,82,
271,Itula Mili\MiliIt00,SEA,TE,28,16,5,0,0,0,0,0,0,0,,0,12,8,98,12.25,2,0,,2,,,22,29.8,29.8,25.8,,38,
272,Dennis Northcutt\NortDe00,CLE,WR,24,11,7,0,0,0,0,0,3,26,8.67,0,35,18,211,11.72,0,3,1,0,,,22,39.7,43.7,30.7,,108,
273,Fred Beasley\BeasFr00,SFO,RB,27,15,12,0,0,0,0,0,23,73,3.17,1,28,16,99,6.19,0,1,1,1,,,21,37.2,38.2,29.2,,83,
274,Dan Campbell\CampDa00,NYG,TE,25,16,12,0,0,0,0,0,0,0,,0,25,13,148,11.38,1,0,,1,,,21,33.8,36.8,27.3,,41,
275,Kris Mangum\MangKr00,CAR,TE,28,16,10,0,0,0,0,0,0,0,,0,27,15,89,5.93,2,0,,2,,,21,35.9,35.9,28.4,,39,
276,Tony McGee\McGeTo00,CIN,TE,30,11,9,0,0,0,0,0,0,0,,0,30,14,148,10.57,1,0,,1,,,21,34.8,37.8,27.8,,40,
277,Harold Morrow\MorrHa00,MIN,RB,28,16,2,0,0,0,0,0,12,67,5.58,0,18,13,142,10.92,0,1,,0,,,21,33.9,36.9,27.4,,84,
278,Dameane Douglas\DougDa00,PHI,WR,25,16,0,0,0,0,0,0,0,0,,0,8,5,77,15.40,2,0,,2,,,20,24.7,24.7,22.2,,111,
279,Reggie Germany\GermRe00,BUF,WR,23,16,1,0,0,0,0,0,0,0,,0,21,12,203,16.92,0,0,,0,,,20,32.3,35.3,26.3,,110,
280,Terry Hardy\HardTe00,ARI,TE,25,8,6,0,0,0,0,0,0,0,,0,22,11,79,7.18,2,1,,2,,,20,30.9,30.9,25.4,,43,
281,William Henderson\HendWi00,GNB,RB,30,16,8,0,0,0,0,0,6,11,1.83,0,28,21,193,9.19,0,0,,0,,,20,41.4,44.4,30.9,,85,
282,David Martin\MartDa00,GNB,TE,22,14,1,0,0,0,0,0,0,0,,0,20,13,144,11.08,1,0,,1,,,20,33.4,36.4,26.9,,42,
283,Mack Strong\StroMa00,SEA,RB,30,16,13,0,0,0,0,0,17,55,3.24,0,29,17,141,8.29,0,0,,0,,,20,36.6,39.6,28.1,,86,
284,Kevin Swayne\SwayKe00,NYJ,WR,26,15,2,0,0,0,0,0,0,0,,0,36,13,203,15.62,0,0,,0,,,20,33.3,36.3,26.8,,109,
285,T.J. Houshmandzadeh\HousTJ00,CIN,WR,24,12,1,0,0,0,0,0,0,0,,0,42,21,228,10.86,0,3,2,0,,,19,39.8,44.8,29.3,,112,
286,Rob Konrad\KonrRo00,MIA,RB,25,12,9,0,0,0,0,0,5,22,4.40,1,13,5,52,10.40,1,0,,2,,,19,24.4,24.4,21.9,,87,
287,Jonathan Quinn\QuinJo00,JAX,QB,26,6,1,32,61,361,1,1,8,42,5.25,0,0,0,0,,0,4,1,0,,,19,18.6,23.6,19.6,,44,
288,Mike Sellers\SellMi00,CLE,TE,26,9,7,0,0,0,0,0,0,0,,0,13,7,73,10.43,2,0,,2,,,19,26.3,26.3,22.8,,44,
289,Reidel Anthony\AnthRe00,TAM,WR,25,13,4,0,0,0,0,0,3,22,7.33,0,34,13,162,12.46,0,1,,0,,,18,31.4,34.4,24.9,,113,
290,Damon Jones\JoneDa00,JAX,TE,27,7,4,0,0,0,0,0,0,0,,0,13,8,140,17.50,1,1,1,1,,,18,26.0,30.0,22.0,,45,
291,Donnell Bennett\BennDo00,WAS,RB,29,16,14,0,0,0,0,0,10,39,3.90,0,25,15,112,7.47,0,1,,0,1,,17,32.1,35.1,24.6,,88,
292,Charles Johnson\JohnCh00,NWE,WR,29,14,2,0,0,0,0,0,0,0,,0,24,14,111,7.93,1,0,,1,,,17,31.1,34.1,24.1,,114,
293,Lorenzo Neal\NealLo00,CIN,RB,31,16,10,0,0,0,0,0,5,10,2.00,0,27,19,101,5.32,1,0,,1,,,17,36.1,39.1,26.6,,89,
294,Jeff Robinson\RobiJe00,STL,TE,31,16,6,0,0,0,0,0,0,0,,0,13,11,108,9.82,1,0,,1,,,17,27.8,30.8,22.3,,46,
295,Mike Lucky\LuckMi00,DAL,TE,26,16,5,0,0,0,0,0,0,0,,0,21,13,96,7.38,1,0,,1,,,16,28.6,28.6,22.1,,48,
296,Terrelle Smith\SmitTe00,NOR,RB,23,14,9,0,0,0,0,0,5,8,1.60,0,8,4,30,7.50,2,1,,2,,,16,19.8,19.8,17.8,,90,
297,Jerame Tuman\TumaJe00,PIT,TE,25,16,7,0,0,0,0,0,0,0,,0,19,7,96,13.71,1,0,,1,,,16,22.6,22.6,19.1,,47,
298,Drew Brees\BreeDr00,SDG,QB,22,1,0,15,27,221,1,0,2,18,9.00,0,0,0,0,,0,2,,0,,,15,14.6,14.6,14.6,,46,
299,Jeremy Brigham\BrigJe00,OAK,TE,26,14,3,0,0,0,0,0,0,0,,0,17,12,85,7.08,1,0,,1,,,15,26.5,26.5,20.5,,49,
300,Reuben Droughns\DrouRe00,DET,RB,23,9,3,0,0,0,0,0,30,72,2.40,0,5,4,21,5.25,1,0,,1,,,15,19.3,19.3,17.3,,92,
301,Terry Kirby\KirbTe00,OAK,RB,31,11,0,0,0,0,0,0,10,49,4.90,0,9,9,62,6.89,0,1,1,1,,,15,24.1,25.1,19.6,,94,
302,Tommy Maddox\MaddTo00,PIT,QB,30,3,0,7,9,154,1,1,6,9,1.50,1,0,0,0,,0,1,,1,,,15,15.1,16.1,16.1,,45,
303,Joel Makovicka\MakoJo00,ARI,RB,26,16,14,0,0,0,0,0,1,19,19.00,0,28,16,95,5.94,1,1,1,1,,,15,31.4,32.4,23.4,,91,
304,Ed McCaffrey\McCaEd00,DEN,WR,33,1,1,0,0,0,0,0,0,0,,0,7,6,94,15.67,1,0,,1,,,15,21.4,21.4,18.4,,115,
305,Rodney Thomas\ThomRo00,ATL,RB,28,12,0,0,0,0,0,0,37,126,3.41,0,3,2,26,13.00,0,0,,0,,,15,17.2,20.2,16.2,,93,
306,R.J. Bowers\BoweRJ00,PIT,RB,27,3,0,0,0,0,0,0,18,84,4.67,1,1,1,0,0.00,0,0,,1,,,14,15.4,15.4,14.9,,95,
307,Sam Gash\GashSa00,BAL,RB,32,16,4,0,0,0,0,0,2,-1,-0.50,0,14,9,80,8.89,1,0,,1,,,14,22.9,22.9,18.4,,97,
308,Chris Hetherington\HethCh00,CAR,RB,29,16,1,0,0,0,0,0,5,12,2.40,0,35,23,124,5.39,0,0,,0,,,14,36.6,39.6,25.1,,98,
309,Reggie Kelly\KellRe00,ATL,TE,24,14,13,0,0,0,0,0,0,0,,0,29,16,142,8.88,0,0,,0,,,14,30.2,33.2,22.2,,50,
310,Travis Prentice\PrenTr00,MIN,RB,25,14,0,0,0,0,0,0,14,13,0.93,2,1,1,10,10.00,0,1,,2,,,14,15.3,15.3,14.8,,96,
311,Marco Battaglia\BattMa00,2TM,TE,28,11,1,0,0,0,0,0,0,0,,0,24,14,127,9.07,0,1,,0,,,13,26.7,29.7,19.7,,52,
312,Kent Graham\GrahKe00,WAS,QB,33,3,0,13,19,131,2,0,7,-7,-1.00,0,0,0,0,,0,2,,0,,,13,12.5,12.5,12.5,,48,
313,Patrick Jeffers\JeffPa00,CAR,WR,28,9,0,0,0,0,0,0,0,0,,0,33,14,127,9.07,0,0,,0,,,13,26.7,29.7,19.7,,120,
314,Bryan Johnson\JohnBr01,WAS,RB,23,16,1,0,0,0,0,0,0,0,,0,11,9,129,14.33,0,0,,0,,,13,21.9,24.9,17.4,,100,
