,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
50,Qadry Ismail\IsmaQa00,BAL,WR,31,16,15,0,0,0,0,0,0,0,,0,134,74,1059,14.31,7,1,1,7,1,,148,221.9,225.9,184.9,19,17,50
51,Keenan McCardell\McCaKe00,JAX,WR,31,16,16,0,0,0,0,0,0,0,,0,145,93,1110,11.94,6,1,1,6,1,,147,240.0,244.0,193.5,18,18,51
52,Bill Schroeder\SchrBi00,GNB,WR,30,14,14,0,0,0,0,0,1,6,6.00,0,93,53,918,17.32,9,1,,9,,,146,199.4,202.4,172.9,17,19,52
53,Isaac Bruce*\BrucIs00,STL,WR,29,16,16,0,0,0,0,0,4,23,5.75,0,103,64,1106,17.28,6,4,2,6,,,145,208.9,213.9,176.9,16,20,53
54,Bubba Franks*\FranBu00,GNB,TE,23,16,14,0,0,0,0,0,0,0,,0,49,36,322,8.94,9,0,,9,,,86,122.2,125.2,104.2,14,6,54
55,Duce Staley\StalDu00,PHI,RB,26,13,10,0,0,0,0,0,166,604,3.64,2,91,63,626,9.94,2,3,1,4,,,145,208.0,215.0,176.5,13,19,55
56,David Sloan\SloaDa00,DET,TE,29,15,15,0,0,0,0,0,0,0,,0,69,37,409,11.05,7,0,,7,,,83,119.9,122.9,101.4,11,7,56
57,Byron Chamberlain*\ChamBy00,MIN,TE,30,16,15,0,0,0,0,0,0,0,,0,81,57,666,11.68,3,1,1,3,,,83,139.6,143.6,111.1,11,8,57
58,Laveranues Coles\ColeLa00,NYJ,WR,24,16,16,0,0,0,0,0,10,108,10.80,0,102,59,868,14.71,7,1,,7,,,140,198.6,204.6,169.1,10,21,58
59,Peerless Price\PricPe00,BUF,WR,25,16,16,0,0,0,0,0,6,97,16.17,0,111,55,895,16.27,7,2,1,7,,,139,194.2,198.2,166.7,10,22,59
60,Jerome Bettis*\BettJe00,PIT,RB,29,11,11,1,2,32,1,0,225,1072,4.76,4,10,8,48,6.00,0,3,,4,,,141,149.3,152.3,145.3,9,20,60
61,Johnnie Morton\MortJo00,DET,WR,30,16,16,0,0,0,0,0,1,6,6.00,0,144,77,1154,14.99,4,1,1,4,,,138,215.0,219.0,176.5,9,23,61
62,Plaxico Burress\BurrPl00,PIT,WR,24,16,16,0,0,0,0,0,0,0,,0,120,66,1008,15.27,6,1,,6,,,137,202.8,205.8,169.8,8,24,62
63,Eddie George\GeorEd00,TEN,RB,28,16,16,0,0,0,0,0,315,939,2.98,5,51,37,279,7.54,0,8,6,5,,,140,176.8,188.8,158.3,7,21,63
64,Willie Jackson\JackWi00,NOR,WR,30,16,16,0,0,0,0,0,0,0,,0,135,81,1046,12.91,5,0,,5,1,,137,217.6,220.6,177.1,7,25,64
65,Amani Toomer\ToomAm00,NYG,WR,27,16,14,0,0,0,0,0,3,8,2.67,0,141,72,1054,14.64,5,2,,5,,,136,208.2,211.2,172.2,7,26,65
66,Chad Lewis*\LewiCh00,PHI,TE,30,15,15,0,0,0,0,0,0,0,,0,68,41,422,10.29,6,2,,6,,,78,119.2,122.2,98.7,6,9,66
67,James Thrash\ThraJa00,PHI,WR,26,15,15,0,0,0,0,0,6,57,9.50,0,108,63,833,13.22,8,1,1,8,,,135,198.0,202.0,166.5,6,27,67
68,Jay Riemersma\RiemJa00,BUF,TE,28,16,15,0,0,0,0,0,0,0,,0,78,53,590,11.13,3,0,,3,,,77,130.0,133.0,103.5,5,10,68
69,Michael Pittman\PittMi00,ARI,RB,26,15,14,0,0,0,0,0,241,846,3.51,5,66,42,264,6.29,0,5,2,5,,,137,179.0,187.0,158.0,5,22,69
70,Mark Brunell\BrunMa00,JAX,QB,31,15,15,289,473,3309,19,13,39,224,5.74,1,0,0,0,,0,8,3,1,,1,207,206.8,228.8,219.8,4,11,70
71,Wesley Walls*\WallWe00,CAR,TE,35,14,14,0,0,0,0,0,0,0,,0,73,43,452,10.51,5,0,,5,,,75,118.2,121.2,96.7,3,11,71
72,Keyshawn Johnson*\JohnKe00,TAM,WR,29,15,15,0,0,0,0,0,0,0,,0,180,106,1266,11.94,1,2,1,1,,,131,236.6,240.6,183.6,1,28,72
73,Hines Ward *\WardHi00,PIT,WR,25,16,16,0,1,0,0,0,10,83,8.30,0,145,94,1003,10.67,4,1,1,4,,,131,224.6,228.6,177.6,1,29,73
74,Maurice Smith\SmitMa00,ATL,RB,25,16,12,0,0,0,0,0,237,760,3.21,5,27,19,230,12.11,1,1,1,6,,,133,152.0,159.0,142.5,1,23,74
75,Deon Dyer\DyerDe00,MIA,,24,16,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,8,75
76,Warrick Dunn\DunnWa00,TAM,RB,26,13,12,0,0,0,0,0,158,447,2.83,3,97,68,557,8.19,3,2,2,6,,,132,200.4,208.4,166.4,,24,76
77,Chris Chambers\ChamCh00,MIA,WR,23,16,7,0,0,0,0,0,1,-11,-11.00,0,90,48,883,18.40,7,2,,7,,,129,177.2,180.2,153.2,,30,77
78,Jake Plummer\PlumJa00,ARI,QB,27,16,16,304,525,3653,18,14,35,163,4.66,0,0,0,0,,0,8,3,0,1,,202,202.4,225.4,216.4,,12,78
79,Daunte Culpepper\CulpDa00,MIN,QB,24,11,11,235,366,2612,14,13,71,416,5.86,5,1,1,0,0.00,0,16,6,5,3,1,202,203.1,228.1,215.6,,13,
80,Brad Johnson\JohnBr00,TAM,QB,33,16,16,340,559,3406,13,11,39,120,3.08,3,0,0,0,,0,4,2,3,,2,196,196.2,215.2,207.2,,14,
81,Brian Griese\GrieBr00,DEN,QB,26,15,15,275,451,2827,23,19,50,173,3.46,1,1,1,-6,-6.00,0,7,1,1,,2,192,192.8,218.8,211.3,,15,
82,Kerry Collins\CollKe00,NYG,QB,29,16,16,327,568,3764,19,16,39,73,1.87,0,1,1,-2,-2.00,0,23,6,0,,,190,190.7,215.7,206.2,,16,
83,Trent Green\GreeTr00,KAN,QB,31,16,16,296,523,3783,17,24,35,158,4.51,0,1,1,1,1.00,0,11,4,0,1,2,185,186.2,220.2,209.7,,17,
84,Doug Flutie\FlutDo00,SDG,QB,39,16,16,294,521,3464,15,18,53,192,3.62,1,0,0,0,,0,7,2,1,,,184,183.8,209.8,201.8,,18,
85,Chris Weinke\WeinCh00,CAR,QB,29,15,15,293,540,2931,11,19,37,128,3.46,6,0,0,0,,0,11,2,6,,,168,168.0,195.0,187.0,,19,
86,Tom Brady *\BradTo00,NWE,QB,24,15,14,264,413,2843,18,12,36,43,1.19,0,1,1,23,23.00,0,12,3,0,,,162,163.3,181.3,174.8,,20,
87,Chris Chandler\ChanCh00,ATL,QB,36,14,14,223,365,2847,16,14,25,84,3.36,0,0,0,0,,0,8,1,0,,1,158,158.3,176.3,172.3,,21,
88,Tim Couch\CoucTi00,CLE,QB,24,16,16,272,454,3040,17,21,38,128,3.37,0,1,1,-10,-10.00,0,9,3,0,,,153,154.4,184.4,174.9,,22,
89,Elvis Grbac\GrbaEl00,BAL,QB,31,14,14,265,467,3033,15,18,21,18,0.86,1,0,0,0,,0,9,5,1,,,143,143.1,169.1,161.1,,23,
90,Vinny Testaverde\TestVi00,NYJ,QB,38,16,16,260,441,2752,15,14,31,25,0.81,0,0,0,0,,0,12,2,0,,,141,140.6,159.6,154.6,,24,
91,Jon Kitna\KitnJo00,CIN,QB,29,16,15,313,581,3216,12,22,27,73,2.70,1,0,0,0,,0,13,4,1,,1,140,139.9,168.9,161.9,,25,
92,Tony Banks\BankTo00,WAS,QB,28,15,14,198,370,2386,10,10,47,152,3.23,2,0,0,0,,0,10,4,2,,1,137,136.6,156.6,146.6,,26,
93,Emmitt Smith\SmitEm00,DAL,RB,32,14,14,0,0,0,0,0,261,1021,3.91,3,21,17,116,6.82,0,1,1,3,,,130,146.7,153.7,138.2,,25,
94,Kevin Dyson\DysoKe00,TEN,WR,26,16,16,0,0,0,0,0,0,0,,0,112,54,825,15.28,7,0,,7,1,,127,180.5,183.5,153.5,,31,
95,Jamel White\WhitJa00,CLE,RB,24,16,7,0,0,0,0,0,126,443,3.52,5,60,44,418,9.50,1,1,1,6,1,,122,166.1,173.1,144.1,,26,
96,Eric Moulds\MoulEr00,BUF,WR,28,16,16,0,0,0,0,0,3,3,1.00,0,135,67,904,13.49,5,1,1,5,1,,121,187.7,191.7,154.2,,32,
97,Cris Carter\CartCr00,MIN,WR,36,16,16,0,0,0,0,0,1,4,4.00,0,130,73,871,11.93,6,2,2,6,,,120,192.5,197.5,156.0,,33,
98,Antonio Freeman\FreeAn00,GNB,WR,29,16,16,0,0,0,0,0,1,-5,-5.00,0,108,52,818,15.73,6,1,,6,1,,119,171.3,174.3,145.3,,34,
99,Charlie Batch\BatcCh00,DET,QB,27,10,9,198,341,2392,12,12,12,45,3.75,0,0,0,0,,0,6,4,0,,1,118,118.2,137.2,130.2,,27,
100,Ron Dayne\DaynRo00,NYG,RB,23,16,7,0,0,0,0,0,180,690,3.83,7,11,8,67,8.38,0,2,1,7,1,,118,125.7,129.7,121.7,,27,
101,Jim Miller\MillJi00,CHI,QB,30,14,13,228,395,2299,13,10,29,-19,-0.66,0,0,0,0,,0,7,3,0,,,116,116.1,132.1,126.1,,28,
102,David Patten\PattDa00,NWE,WR,27,16,14,1,2,60,1,1,5,67,13.40,1,94,51,749,14.69,4,1,,5,,,116,167.0,171.0,142.5,,35,
103,Alex Van Pelt\VanPAl00,BUF,QB,31,12,8,178,307,2056,12,11,12,33,2.75,0,0,0,0,,0,5,1,0,,1,112,111.5,126.5,122.5,,29,
104,Travis Henry\HenrTr00,BUF,RB,23,13,12,0,0,0,0,0,213,729,3.42,4,27,22,179,8.14,0,5,2,4,,,111,132.8,140.8,121.8,,28,
105,Michael Bennett\BennMi00,MIN,RB,23,13,13,0,0,0,0,0,172,682,3.97,2,38,29,226,7.79,1,0,,3,,,109,137.8,143.8,123.3,,29,
106,Jeff Graham\GrahJe00,SDG,WR,32,14,11,0,0,0,0,0,0,0,,0,110,52,811,15.60,5,1,1,5,,,109,161.1,165.1,135.1,,36,
107,Kevan Barlow\BarlKe00,SFO,RB,22,15,0,0,0,0,0,0,125,512,4.10,4,28,22,247,11.23,1,1,,5,,,106,127.9,133.9,116.9,,30,
108,James Stewart\StewJa00,DET,RB,30,11,10,0,0,0,0,0,143,685,4.79,1,26,23,242,10.52,1,0,,2,,,105,127.7,133.7,116.2,,31,
109,Ike Hilliard\HillIk00,NYG,WR,25,14,10,0,0,0,0,0,1,21,21.00,0,88,52,659,12.67,6,0,,6,,,104,156.0,159.0,130.0,,37,
110,Matt Hasselbeck\HassMa00,SEA,QB,26,13,12,176,321,2023,7,8,40,141,3.53,0,0,0,0,,0,6,2,0,,,103,103.0,119.0,111.0,,30,
111,Edgerrin James\JameEd00,IND,RB,23,6,6,0,0,0,0,0,151,662,4.38,3,29,24,193,8.04,0,3,2,3,1,,102,125.5,133.5,113.5,,32,
112,J.J. Stokes\StokJ.00,SFO,WR,29,16,16,0,0,0,0,0,0,0,,0,90,54,585,10.83,7,0,,7,,,101,154.5,157.5,127.5,,38,
113,Larry Centers*\CentLa00,BUF,RB,33,16,13,0,0,0,0,0,34,160,4.71,2,105,80,620,7.75,2,2,1,4,,,100,180.0,187.0,140.0,,33,
114,Rocket Ismail\IsmaRa00,DAL,WR,32,14,13,0,0,0,0,0,8,31,3.88,0,93,53,834,15.74,2,0,,2,,,99,151.5,154.5,125.0,,39,
115,Rod Gardner\GardRo00,WAS,WR,24,16,16,0,0,0,0,0,1,16,16.00,0,101,46,741,16.11,4,1,1,4,,,98,143.7,147.7,120.7,,40,
116,Mike Anderson\AndeMi00,DEN,RB,28,16,7,0,0,0,0,0,175,678,3.87,4,12,8,46,5.75,0,1,1,4,1,,96,104.4,108.4,100.4,,34,
117,Darnay Scott\ScotDa00,CIN,WR,29,16,15,0,0,0,0,0,0,0,,0,103,57,819,14.37,2,0,,2,,,94,150.9,153.9,122.4,,41,
118,Bob Christian\ChriBo00,ATL,RB,33,16,8,0,0,0,0,0,44,284,6.45,2,60,45,392,8.71,2,0,,4,,,92,136.6,142.6,114.1,,35,
119,Joey Galloway\GallJo00,DAL,WR,30,16,16,1,1,-1,0,0,3,32,10.67,0,112,52,699,13.44,3,1,,3,,,91,143.1,146.1,117.1,,43,
120,Richard Huntley\HuntRi00,CAR,RB,29,14,9,0,1,0,0,0,165,665,4.03,2,32,21,101,4.81,1,3,2,3,,,91,111.6,119.6,101.1,,36,
121,Michael Westbrook\WestMi00,WAS,WR,29,16,16,0,0,0,0,0,2,8,4.00,0,91,57,664,11.65,4,0,,4,,,91,148.2,151.2,119.7,,42,
122,Trung Canidate\CaniTr00,STL,RB,24,16,2,0,0,0,0,0,78,441,5.65,6,23,17,154,9.06,0,3,3,6,,,90,106.5,115.5,98.0,,37,
123,Terry Allen\AlleTe00,BAL,RB,33,11,8,0,0,0,0,0,168,658,3.92,3,20,17,68,4.00,0,1,1,3,,,89,105.6,109.6,97.1,,38,
124,Joe Jurevicius\JureJo00,NYG,WR,27,14,9,0,0,0,0,0,0,0,,0,92,51,706,13.84,3,0,,3,,,89,139.6,142.6,114.1,,45,
125,Ricky Proehl\ProeRi00,STL,WR,33,16,2,0,0,0,0,0,1,5,5.00,0,55,40,563,14.08,5,0,,5,1,,89,128.8,131.8,108.8,,44,
126,Jason Brookins\BrooJa01,BAL,RB,25,12,3,0,0,0,0,0,151,551,3.65,5,9,6,45,7.50,0,3,1,5,,,88,93.6,97.6,90.6,,39,
127,Tony Richardson\RichTo00,KAN,RB,30,14,8,0,0,0,0,0,66,191,2.89,7,40,30,265,8.83,0,0,,7,,,88,117.6,123.6,102.6,,40,
128,Rob Johnson\JohnRo00,BUF,QB,28,8,8,134,216,1465,5,7,36,241,6.69,1,0,0,0,,0,6,4,1,,,87,86.7,103.7,93.7,,31,
129,James McKnight\McKnJa00,MIA,WR,29,16,15,0,0,0,0,0,6,39,6.50,0,90,55,684,12.44,3,3,3,3,1,,86,141.3,147.3,113.8,,46,
130,Oronde Gadsden\GadsOr00,MIA,WR,30,14,14,0,0,0,0,0,0,0,,0,93,55,674,12.25,3,1,,3,,,85,140.4,143.4,112.9,,47,
131,Todd Pinkston\PinkTo00,PHI,WR,24,15,15,0,0,0,0,0,1,5,5.00,0,84,42,586,13.95,4,0,,4,,,83,125.1,128.1,104.1,,48,
132,Chris Fuamatu-Ma'afala\FuamCh00,PIT,RB,24,16,5,0,0,0,0,0,120,453,3.78,3,20,16,127,7.94,1,0,,4,,,82,98.0,104.0,90.0,,41,
133,Wayne Chrebet\ChreWa00,NYJ,WR,28,15,15,0,0,0,0,0,0,0,,0,92,56,750,13.39,1,0,,1,,,81,137.0,140.0,109.0,,49,
134,Thomas Jones\JoneTh00,ARI,RB,23,16,2,0,0,0,0,0,112,380,3.39,5,24,21,151,7.19,0,2,1,5,,,81,102.1,109.1,91.6,,42,
135,Correll Buckhalter\BuckCo00,PHI,RB,23,15,6,0,0,0,0,0,129,586,4.54,2,21,13,130,10.00,0,2,2,2,,,80,92.6,100.6,86.1,,43,
136,James Allen\AlleJa00,CHI,RB,26,16,7,0,0,0,0,0,135,469,3.47,1,43,30,203,6.77,1,1,,2,,,79,109.2,115.2,94.2,,44,
137,Travis Taylor\TaylTr01,BAL,WR,23,16,13,0,0,0,0,0,5,46,9.20,0,90,42,560,13.33,3,0,,3,,,79,120.6,123.6,99.6,,50,
138,Travis Minor\MinoTr00,MIA,RB,22,16,0,0,0,0,0,0,59,281,4.76,2,37,29,263,9.07,1,0,,4,,,78,107.4,113.4,92.9,,45,
139,Cory Schlesinger\SchlCo00,DET,RB,29,16,13,0,0,0,0,0,47,154,3.28,3,85,60,466,7.77,0,1,1,3,,,78,138.0,145.0,108.0,,46,
140,Terrell Davis\DaviTe00,DEN,RB,29,8,8,0,0,0,0,0,167,701,4.20,0,21,12,69,5.75,0,2,,0,,,77,89.0,92.0,83.0,,47,
141,Lamont Warren\WarrLa00,DET,RB,28,16,3,0,2,0,0,1,61,191,3.13,3,60,40,336,8.40,1,1,,4,1,,77,116.7,123.7,97.7,,48,
142,Troy Hambrick\HambTr00,DAL,RB,25,16,11,0,0,0,0,0,113,579,5.12,2,12,4,62,15.50,0,1,1,2,,,74,78.1,82.1,76.1,,49,
143,Tony Martin\MartTo00,ATL,WR,36,11,9,0,0,0,0,0,0,0,,0,77,37,548,14.81,3,0,,3,,,73,109.8,112.8,91.3,,51,
144,Ernie Conwell\ConwEr00,STL,TE,29,16,14,0,0,0,0,0,7,28,4.00,1,52,38,431,11.34,4,2,2,5,,,72,109.9,114.9,90.9,,12,
145,Donald Hayes\HayeDo00,CAR,WR,26,16,15,0,0,0,0,0,0,0,,0,105,52,597,11.48,2,1,,2,,,72,123.7,126.7,97.7,,53,
146,Frank Sanders\SandFr00,ARI,WR,28,15,13,0,1,0,0,0,0,0,,0,76,41,618,15.07,2,1,1,2,,,72,112.8,116.8,92.3,,52,
147,James Jackson\JackJa00,CLE,RB,25,11,10,0,0,0,0,0,195,554,2.84,2,10,7,56,8.00,0,1,1,2,,,71,78.0,82.0,74.5,,50,
148,Peter Warrick\WarrPe00,CIN,WR,24,16,14,0,0,0,0,0,8,14,1.75,0,137,70,667,9.53,1,3,2,1,,,70,140.1,145.1,105.1,,54,
149,Quincy Carter\CartQu00,DAL,QB,24,8,8,90,176,1072,5,7,45,150,3.33,1,0,0,0,,0,5,1,1,,,68,67.9,81.9,74.9,,32,
150,Shawn Jefferson\JeffSh00,ATL,WR,32,16,6,0,0,0,0,0,0,0,,0,65,37,539,14.57,2,0,,2,1,,68,104.9,107.9,86.4,,56,
151,Terance Mathis\MathTe00,ATL,WR,34,16,16,0,0,0,0,0,0,0,,0,105,51,564,11.06,2,0,,2,,,68,119.4,122.4,93.9,,55,
152,Tyrone Wheatley\WheaTy00,OAK,RB,29,11,2,0,0,0,0,0,88,276,3.14,5,16,12,61,5.08,1,3,1,6,,,68,79.7,83.7,73.7,,51,
153,Amos Zereoue\ZereAm00,PIT,RB,25,14,0,0,0,0,0,0,85,441,5.19,1,14,13,154,11.85,1,3,2,2,,,68,80.5,88.5,74.0,,52,
