,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
144,Drew Bennett\BennDr00,TEN,WR,25,12,8,1,1,14,0,0,0,0,,0,54,32,504,15.75,4,0,,4,,,75,107.0,110.0,91.0,,58,
145,Robert Ferguson\FergRo00,GNB,WR,24,15,12,0,0,0,0,0,1,-8,-8.00,0,60,38,520,13.68,4,0,,4,,,75,113.2,116.2,94.2,,57,
146,Az-Zahir Hakim\HakiAz00,DET,WR,26,14,12,1,1,21,0,0,3,51,17.00,0,108,49,449,9.16,4,2,1,4,1,,75,123.8,127.8,99.3,,59,
147,Troy Brown\BrowTr00,NWE,WR,32,12,10,0,0,0,0,0,6,27,4.50,0,60,40,472,11.80,4,2,,4,,,74,113.9,116.9,93.9,,60,
148,Corey Dillon\DillCo00,CIN,RB,29,13,11,0,0,0,0,0,138,541,3.92,2,18,11,71,6.45,0,0,,2,,,73,84.2,87.2,78.7,,42,
149,Josh Reed\ReedJo01,BUF,WR,23,16,16,0,0,0,0,0,3,38,12.67,0,104,58,588,10.14,2,1,1,2,,,73,130.6,134.6,101.6,,61,
150,Tim Couch\CoucTi00,CLE,QB,26,10,8,120,203,1319,7,6,11,39,3.55,1,1,1,-3,-3.00,0,6,3,1,,,72,73.4,85.4,78.9,,33,
151,Corey Bradford\BradCo00,HOU,WR,28,16,6,0,0,0,0,0,0,0,,0,62,24,460,19.17,4,0,,4,,,70,94.0,97.0,82.0,,62,
152,DeShaun Foster\FostDe00,CAR,RB,23,14,2,0,0,0,0,0,113,429,3.80,0,35,26,207,7.96,2,3,3,2,,,70,95.6,104.6,82.6,,43,
153,Tim Brown\BrowTi00,OAK,WR,37,16,15,0,0,0,0,0,0,0,,0,94,52,567,10.90,2,0,,2,,,69,120.7,123.7,94.7,,64,
154,Rich Gannon\GannRi00,OAK,QB,38,7,7,125,225,1274,6,4,6,18,3.00,0,0,0,0,,0,2,,0,,,69,68.8,75.8,72.8,,35,
155,Josh McCown\McCoJo01,ARI,QB,24,8,3,95,166,1018,5,6,28,158,5.64,1,0,0,0,,0,10,1,1,,,69,68.5,81.5,74.5,,36,
156,Quincy Morgan\MorgQu00,CLE,WR,26,16,15,0,0,0,0,0,3,-4,-1.33,0,79,38,516,13.58,3,0,,3,,,69,107.2,110.2,88.2,,63,
157,Anthony Wright\WrigAn00,BAL,QB,27,7,7,94,178,1199,9,8,28,73,2.61,0,0,0,0,,0,9,3,0,,,69,69.3,83.3,77.3,,34,
158,Todd Pinkston\PinkTo00,PHI,WR,26,16,15,0,0,0,0,0,1,-11,-11.00,0,86,36,575,15.97,2,1,,2,,,68,104.4,107.4,86.4,,65,
159,Antonio Bryant\BryaAn00,DAL,WR,22,16,5,0,0,0,0,0,2,0,0.00,0,83,39,550,14.10,2,0,,2,,,67,106.0,109.0,86.5,,67,
160,Freddie Mitchell\MitcFr00,PHI,WR,25,16,6,1,1,25,1,0,0,0,,0,59,35,498,14.23,2,0,,2,,,67,101.8,104.8,84.3,,68,
161,James Thrash\ThraJa00,PHI,WR,28,16,16,0,0,0,0,0,5,52,10.40,0,92,49,558,11.39,1,0,,1,,,67,116.0,119.0,91.5,,66,
162,Jamel White\WhitJa00,CLE,RB,26,16,3,0,0,0,0,0,70,266,3.80,1,69,46,303,6.59,1,1,1,2,,,67,112.9,119.9,89.9,,44,
163,Troy Edwards\EdwaTr00,JAX,WR,26,13,11,0,0,0,0,0,3,-9,-3.00,0,62,35,487,13.91,3,0,,3,,,66,100.8,103.8,83.3,,70,
164,Dane Looker\LookDa00,STL,WR,27,16,2,1,1,11,0,0,0,0,,0,75,47,495,10.53,3,1,1,3,,,66,112.9,116.9,89.4,,69,
165,Kyle Boller\BollKy00,BAL,QB,22,11,9,116,224,1260,7,9,30,62,2.07,0,1,0,0,,0,9,5,0,,4,65,64.6,81.6,73.6,,37,
166,Donte' Stallworth\StalDo00,NOR,WR,23,11,3,0,0,0,0,0,1,3,3.00,0,55,25,485,19.40,3,3,1,3,,,65,89.8,93.8,77.3,,71,
167,Jeremy Shockey*\ShocJe00,NYG,TE,23,9,9,0,0,0,0,0,0,0,,0,70,48,535,11.15,2,1,1,2,,,64,111.5,115.5,87.5,,12,
168,William Green\GreeWi01,CLE,RB,24,7,7,0,0,0,0,0,142,559,3.94,1,14,10,50,5.00,0,5,2,1,,,63,72.9,77.9,67.9,,45,
169,Rick Mirer\MireRi00,OAK,QB,33,9,8,116,221,1267,3,5,20,83,4.15,1,0,0,0,,0,4,2,1,,,63,63.0,73.0,68.0,,38,
170,Ricky Proehl\ProeRi00,CAR,WR,35,16,2,0,0,0,0,0,0,0,,0,52,27,389,14.41,4,0,,4,,,63,89.9,92.9,76.4,,72,
171,Michael Vick\VickMi00,ATL,QB,23,5,4,50,100,585,4,3,40,255,6.38,1,0,0,0,,0,4,1,1,,,63,62.9,72.9,65.9,,39,
172,Anthony Becht\BechAn00,NYJ,TE,26,16,16,0,0,0,0,0,0,0,,0,58,40,356,8.90,4,1,,4,1,,62,101.6,104.6,81.6,,14,
173,Michael Bennett\BennMi00,MIN,RB,25,8,7,0,0,0,0,0,90,447,4.97,1,14,12,132,11.00,0,2,1,1,,,62,73.9,80.9,67.9,,46,
174,James Jackson\JackJa00,CLE,RB,27,12,6,0,0,0,0,0,102,382,3.75,3,18,14,114,8.14,0,3,3,3,,,62,75.6,84.6,68.6,,47,
175,Erron Kinney\KinnEr00,TEN,TE,26,16,16,0,0,0,0,0,0,0,,0,58,41,381,9.29,3,1,,4,,,62,103.1,106.1,82.6,,13,
176,Mike Anderson\AndeMi00,DEN,RB,30,12,5,0,0,0,0,0,70,257,3.67,3,15,12,53,4.42,2,2,,5,,,61,73.0,76.0,67.0,,48,
177,Zack Crockett\CrocZa00,OAK,RB,31,16,7,0,0,0,0,0,48,145,3.02,7,12,7,53,7.57,0,1,1,7,,,60,66.8,70.8,63.3,,49,
178,Tony Fisher\FishTo00,GNB,RB,24,15,0,0,0,0,0,0,40,200,5.00,1,25,21,206,9.81,2,0,,3,,,59,79.6,85.6,69.1,,50,
179,Tim Rattay\RattTi00,SFO,QB,26,11,3,73,118,856,7,2,8,0,0.00,0,0,0,0,,0,0,,0,,,58,58.2,63.2,60.2,,40,
180,Olandis Gary\GaryOl00,DET,RB,28,13,1,0,0,0,0,0,113,384,3.40,2,22,13,69,5.31,0,1,,2,,,57,70.3,73.3,63.8,,51,
181,Charles Lee\LeexCh00,TAM,WR,26,8,5,0,0,0,0,0,2,14,7.00,0,46,33,432,13.09,2,0,,2,,,57,89.6,92.6,73.1,,74,
182,Cedrick Wilson\WilsCe00,SFO,WR,25,16,4,1,1,6,0,0,1,-4,-4.00,0,63,35,396,11.31,2,1,,3,,,57,92.4,95.4,74.9,,73,
183,Nate Burleson\BurlNa00,MIN,WR,22,16,9,0,0,0,0,0,0,0,,0,57,29,455,15.69,2,1,1,2,,,56,84.5,88.5,70.0,,76,
184,Tyrone Calico\CaliTy00,TEN,WR,23,14,2,0,0,0,0,0,1,5,5.00,0,43,18,297,16.50,4,0,,4,1,,56,74.2,77.2,65.2,,75,
185,Najeh Davenport\DaveNa00,GNB,RB,24,15,0,0,0,0,0,0,77,420,5.45,2,10,6,38,6.33,0,4,1,2,,,56,61.8,65.8,58.8,,52,
186,Arlen Harris\HarrAr00,STL,RB,23,16,2,0,0,0,0,0,85,255,3.00,4,19,15,102,6.80,0,3,2,4,,,56,70.7,78.7,63.2,,53,
187,Mikhael Ricks\RickMi00,DET,TE,29,16,6,0,0,0,0,0,0,0,,0,61,37,434,11.73,2,0,,2,,,55,92.4,95.4,73.9,,15,
188,Ladell Betts\BettLa00,WAS,RB,24,9,1,0,0,0,0,0,77,255,3.31,2,23,15,167,11.13,0,0,,2,,,54,69.2,75.2,61.7,,54,
189,Jabar Gaffney\GaffJa00,HOU,WR,23,16,11,0,1,0,0,0,1,13,13.00,0,57,34,402,11.82,2,0,,2,,,54,87.5,90.5,70.5,,79,
190,James McKnight\McKnJa00,MIA,WR,31,15,1,0,0,0,0,0,2,75,37.50,1,43,23,285,12.39,2,1,,3,,,54,77.0,80.0,65.5,,78,
191,Billy Miller\MillBi00,HOU,TE,26,16,6,0,0,0,0,0,0,0,,0,65,40,355,8.88,3,0,,3,,,54,93.5,96.5,73.5,,16,
192,Kelley Washington\WashKe00,CIN,WR,24,16,3,0,0,0,0,0,1,5,5.00,0,47,22,299,13.59,4,0,,4,,,54,76.4,79.4,65.4,,77,
193,Gus Frerotte\FrerGu00,MIN,QB,32,16,2,38,65,690,7,2,12,-2,-0.17,0,0,0,0,,0,2,,0,,1,53,53.4,58.4,55.4,,41,
194,LaMont Jordan\JordLa00,NYJ,RB,25,16,0,0,0,0,0,0,46,190,4.13,4,13,11,101,9.18,0,0,,4,,,53,64.1,70.1,58.6,,55,
195,Bubba Franks*\FranBu00,GNB,TE,25,16,15,0,0,0,0,0,0,0,,0,44,30,241,8.03,4,0,,4,2,,52,82.1,85.1,67.1,,17,
196,Bill Schroeder\SchrBi00,DET,WR,32,16,13,0,1,0,0,0,0,0,,0,80,36,397,11.03,2,0,,2,,,52,87.7,90.7,69.7,,80,
197,Desmond Clark\ClarDe00,CHI,TE,26,15,15,0,0,0,0,0,0,0,,0,71,44,433,9.84,2,2,2,2,,,51,95.3,100.3,73.3,,18,
198,Chester Taylor\TaylCh01,BAL,RB,24,16,1,0,0,0,0,0,63,276,4.38,2,27,20,132,6.60,0,3,1,2,,,51,70.8,77.8,60.8,,57,
199,LaBrandon Toefield\ToefLa00,JAX,RB,23,16,0,1,2,32,0,0,53,212,4.00,2,16,14,105,7.50,1,0,,3,,,51,65.0,71.0,58.0,,56,
200,Jerald Sowell\SoweJe00,NYJ,RB,29,16,16,0,0,0,0,0,1,2,2.00,0,60,47,436,9.28,1,0,,1,,,50,96.8,99.8,73.3,,58,
201,Jed Weaver\WeavJe00,SFO,TE,27,16,15,0,0,0,0,0,0,0,,0,53,35,437,12.49,1,1,,1,,,50,84.7,87.7,67.2,,19,
202,Brian Finneran\FinnBr00,ATL,WR,27,12,10,0,0,0,0,0,0,0,,0,54,26,368,14.15,2,0,,2,,,49,74.8,77.8,61.8,,81,
203,Antonio Gates\GateAn00,SDG,TE,23,15,11,0,0,0,0,0,0,0,,0,42,24,389,16.21,2,1,1,2,,,49,72.9,76.9,60.9,,20,
204,Stacey Mack\MackSt00,HOU,RB,28,8,5,0,1,0,0,1,93,253,2.72,4,12,9,55,6.11,0,2,2,4,,,49,57.8,63.8,54.3,,59,
205,Aveion Cason\CasoAv00,DAL,RB,24,10,0,1,1,37,0,0,40,220,5.50,2,20,17,142,8.35,0,2,1,2,,,48,64.7,71.7,56.2,,61,
206,Bryant Johnson\JohnBr02,ARI,WR,22,15,8,0,0,0,0,0,0,0,,0,77,35,438,12.51,1,1,1,1,,,48,82.8,86.8,65.3,,82,
207,Emmitt Smith\SmitEm00,ARI,RB,34,10,5,0,0,0,0,0,90,256,2.84,2,19,14,107,7.64,0,2,,2,,,48,62.3,68.3,55.3,,60,
208,Scotty Anderson\AndeSc00,DET,WR,24,9,0,0,0,0,0,0,0,0,,0,31,17,325,19.12,2,0,,2,1,,47,63.5,66.5,55.0,,83,
209,Derrick Blaylock\BlayDe00,KAN,RB,24,16,0,0,0,0,0,0,22,112,5.09,2,22,15,181,12.07,1,1,,3,,,47,62.3,68.3,54.8,,62,
210,Tim Hasselbeck\HassTi00,WAS,QB,25,7,5,95,177,1012,5,7,15,41,2.73,0,1,0,0,,0,3,2,0,,,47,46.6,58.6,53.6,,42,
211,Chris Chandler\ChanCh00,CHI,QB,38,8,6,107,192,1050,3,7,14,35,2.50,0,0,0,0,,0,4,,0,1,,46,45.5,55.5,52.5,,43,
212,Eric Parker\ParkEr00,SDG,WR,24,8,4,0,0,0,0,0,3,21,7.00,0,31,18,244,13.56,3,1,,3,,,45,62.5,65.5,53.5,,84,
213,Matt Schobel\SchoMa00,CIN,TE,25,15,1,0,0,0,0,0,0,0,,0,30,24,332,13.83,2,2,,2,,,45,69.2,72.2,57.2,,21,
214,Ricky Williams\WillRi01,IND,RB,25,13,4,0,0,0,0,0,48,155,3.23,2,29,22,157,7.14,1,2,2,3,,,45,67.2,75.2,56.2,,63,
215,Tony Banks\BankTo00,HOU,QB,30,7,3,61,102,693,5,3,6,27,4.50,0,0,0,0,,0,1,,0,,,44,44.4,50.4,47.4,,44,
216,Justin Gage\GageJu00,CHI,WR,22,10,3,0,0,0,0,0,0,0,,0,35,17,338,19.88,2,1,1,2,,,44,60.8,64.8,52.3,,86,
217,Robert Holcombe\HolcRo00,TEN,RB,28,15,0,0,0,0,0,0,63,201,3.19,1,25,19,121,6.37,1,2,1,2,1,,44,63.2,70.2,53.7,,64,
218,Charles Rogers\RogeCh01,DET,WR,22,5,5,0,0,0,0,0,2,17,8.50,0,52,22,243,11.05,3,0,,3,,,44,66.0,69.0,55.0,,85,
219,Mike Cloud\ClouMi00,NWE,RB,28,5,1,0,0,0,0,0,27,118,4.37,5,2,1,8,8.00,0,0,,5,,,43,43.6,46.6,43.1,,66,
220,Mack Strong\StroMa00,SEA,RB,32,16,9,0,0,0,0,0,37,174,4.70,1,33,29,216,7.45,0,1,1,1,,,43,72.0,79.0,57.5,,65,
221,David Terrell\TerrDa00,CHI,WR,24,16,7,0,0,0,0,0,1,4,4.00,0,84,43,361,8.40,1,1,,1,,,43,85.5,88.5,64.0,,87,
222,Lamar Gordon\GordLa00,STL,RB,23,10,4,0,0,0,0,0,71,298,4.20,1,13,8,59,7.38,0,1,,1,,,42,49.7,52.7,45.7,,67,
223,Dorsey Levens\LeveDo00,NYG,RB,33,11,0,0,0,0,0,0,68,197,2.90,3,7,5,39,7.80,0,0,,3,,,42,46.6,49.6,44.1,,68,
224,Ernie Conwell\ConwEr00,NOR,TE,31,10,10,0,0,0,0,0,0,0,,0,44,26,290,11.15,2,1,,2,,,41,67.0,70.0,54.0,,22,
225,Christian Fauria\FaurCh00,NWE,TE,32,16,12,0,0,0,0,0,0,0,,0,45,28,285,10.18,2,0,,2,,,41,68.5,71.5,54.5,,24,
226,Justin Griffith\GrifJu00,ATL,RB,23,16,11,0,0,0,0,0,38,168,4.42,0,34,21,122,5.81,2,0,,2,,,41,62.0,68.0,51.5,,69,
227,Jerry Porter\PortJe00,OAK,WR,25,10,1,0,0,0,0,0,1,10,10.00,0,57,28,361,12.89,1,1,1,1,,,41,69.1,73.1,55.1,,88,
228,Jason Witten\WittJa00,DAL,TE,21,15,7,0,0,0,0,0,0,0,,0,54,35,347,9.91,1,0,,1,,,41,75.7,78.7,58.2,,23,
229,Mark Campbell\CampMa00,BUF,TE,28,16,11,0,0,0,0,0,0,0,,0,50,34,339,9.97,1,0,,1,,,40,73.9,76.9,56.9,,26,
230,Dallas Clark\ClarDa00,IND,TE,24,10,10,0,0,0,0,0,0,0,,0,42,29,340,11.72,1,0,,1,,,40,69.0,72.0,54.5,,25,
231,Kassim Osgood\OsgoKa00,SDG,WR,23,16,2,0,0,0,0,0,0,0,,0,33,13,278,21.38,2,0,,2,,,40,52.8,55.8,46.3,,89,
232,Billy Volek\VoleBi00,TEN,QB,27,7,1,44,69,545,4,1,11,4,0.36,1,0,0,0,,0,1,1,1,,,40,40.2,45.2,41.2,,45,
233,Quentin Griffin\GrifQu00,DEN,RB,22,10,1,0,0,0,0,0,94,345,3.67,0,11,8,61,7.63,0,3,1,0,,,39,46.6,50.6,42.6,,72,
234,William Henderson\HendWi00,GNB,RB,32,16,12,0,0,0,0,0,0,0,,0,34,24,214,8.92,3,0,,3,,,39,63.4,66.4,51.4,,70,
235,Brandon Stokley\StokBr00,IND,WR,27,6,3,0,0,0,0,0,0,0,,0,32,22,211,9.59,3,0,,3,,,39,61.1,64.1,50.1,,90,
236,Lee Suggs\SuggLe00,CLE,RB,23,7,0,0,0,0,0,0,56,289,5.16,2,4,2,0,0.00,0,2,1,2,,,39,40.9,44.9,39.9,,71,
237,Bethel Johnson\JohnBe00,NWE,WR,24,15,5,0,0,0,0,0,1,-12,-12.00,0,34,16,209,13.06,2,0,,3,,,38,53.7,56.7,45.7,,91,
238,Cory Schlesinger\SchlCo00,DET,RB,31,16,10,0,0,0,0,0,9,16,1.78,0,49,34,247,7.26,2,0,,2,,,38,72.3,75.3,55.3,,73,
239,L.J. Smith\SmitL.00,PHI,TE,23,15,5,0,0,0,0,0,0,0,,0,46,27,321,11.89,1,1,,1,,,38,65.1,68.1,51.6,,27,
240,Brandon Bennett\BennBr00,CIN,RB,30,16,0,0,0,0,0,0,56,173,3.09,0,32,25,176,7.04,1,2,2,1,,,37,61.9,69.9,49.4,,74,
241,Brandon Manumaleuna\ManuBr00,STL,TE,23,16,15,0,0,0,0,0,4,15,3.75,0,45,29,238,8.21,2,0,,2,,,37,66.3,69.3,51.8,,28,
242,Derrius Thompson\ThomDe00,MIA,WR,26,16,12,0,0,0,0,0,0,0,,0,59,26,359,13.81,0,0,,0,,,36,61.9,64.9,48.9,,92,
243,Wayne Chrebet\ChreWa00,NYJ,WR,30,7,5,0,0,0,0,0,0,0,,0,44,27,289,10.70,1,0,,1,,,35,61.9,64.9,48.4,,94,
244,Brock Forsey\ForsBr00,CHI,RB,23,9,2,0,0,0,0,0,50,191,3.82,2,5,3,37,12.33,0,0,,2,,,35,37.8,40.8,36.3,,75,
245,Chad Lewis\LewiCh00,PHI,TE,32,16,14,0,0,0,0,0,0,0,,0,40,23,293,12.74,1,0,,1,,,35,58.3,61.3,46.8,,29,
246,Brandon Lloyd\LloyBr00,SFO,WR,22,16,1,0,0,0,0,0,0,0,,0,30,14,212,15.14,2,0,,2,1,,35,49.2,52.2,42.2,,93,
247,Brian Griese\GrieBr00,MIA,QB,28,5,5,74,130,813,5,6,5,15,3.00,0,0,0,0,,0,4,4,0,,,34,34.0,47.0,40.0,,46,
248,Terry Jones\JoneTe00,BAL,TE,24,16,13,0,0,0,0,0,0,0,,0,25,19,159,8.37,3,0,,3,,,34,52.9,55.9,43.4,,30,
249,Mark Brunell\BrunMa00,JAX,QB,33,3,3,54,82,484,2,0,8,19,2.38,1,0,0,0,,0,1,1,1,,,33,33.3,37.3,33.3,,47,
250,Bryan Gilmore\GilmBr00,ARI,WR,25,14,10,0,0,0,0,0,1,0,0.00,0,45,17,208,12.24,2,0,,2,,,33,49.8,52.8,41.3,,95,
251,Maurice Morris\MorrMa00,SEA,RB,24,16,1,0,0,0,0,0,38,239,6.29,0,6,4,32,8.00,1,2,,1,,,33,37.1,40.1,35.1,,76,
252,Matthew Hatchette\HatcMa00,JAX,WR,29,6,4,0,0,0,0,0,0,0,,0,28,15,203,13.53,2,0,,2,,,32,47.3,50.3,39.8,,96,
253,Tim Carter\CartTi00,NYG,WR,24,12,2,0,0,0,0,0,0,0,,0,52,26,309,11.88,0,0,,0,,,31,56.9,59.9,43.9,,97,
254,Doug Jolley\JollDo00,OAK,TE,24,15,9,0,0,0,0,0,0,0,,0,54,31,250,8.06,1,0,,1,,,31,62.0,65.0,46.5,,31,
255,Kyle Brady\BradKy00,JAX,TE,31,16,15,0,0,0,0,0,0,0,,0,46,29,281,9.69,1,3,2,1,,,30,59.1,64.1,44.6,,33,
256,Ken Dilger\DilgKe00,TAM,TE,32,15,15,0,0,0,0,0,0,0,,0,41,22,244,11.09,1,1,,1,,,30,52.4,55.4,41.4,,32,
257,Chris Doering\DoerCh00,PIT,WR,30,16,0,0,0,0,0,0,0,0,,0,30,18,240,13.33,1,0,,1,,,30,48.0,51.0,39.0,,98,
258,Stanley Pritchett\PritSt00,CHI,RB,30,16,11,0,0,0,0,0,21,93,4.43,2,27,18,83,4.61,0,0,,2,,,30,47.6,47.6,38.6,,77,
259,Frank Wycheck\WychFr00,TEN,TE,32,10,6,0,0,0,0,0,0,0,,0,29,17,165,9.71,2,0,,2,,,29,45.5,48.5,37.0,,34,
260,Mike Alstott\AlstMi00,TAM,RB,30,4,3,0,0,0,0,0,27,77,2.85,2,12,10,83,8.30,0,0,,2,,,28,38.0,38.0,33.0,,79,
261,Chris Brown\BrowCh03,TEN,RB,22,11,0,0,0,0,0,0,56,221,3.95,0,9,8,61,7.63,0,1,,0,,,28,36.2,39.2,32.2,,78,
262,Marc Edwards\EdwaMa00,JAX,RB,29,16,16,0,0,0,0,0,7,13,1.86,1,43,31,226,7.29,0,0,1,1,,,28,58.9,62.9,43.4,,80,
263,Casey Fitzsimmons\FitzCa00,DET,TE,23,16,11,0,0,0,0,0,0,0,,0,40,23,160,6.96,2,0,,2,,,28,51.0,54.0,39.5,,36,
264,Dominic Rhodes\RhodDo00,IND,RB,24,11,0,0,0,0,0,0,37,157,4.24,0,7,6,62,10.33,1,0,,1,,,28,33.9,36.9,30.9,,81,
265,Wesley Walls\WallWe00,GNB,TE,37,14,1,0,0,0,0,0,0,0,,0,33,20,222,11.10,1,0,,1,,,28,48.2,51.2,38.2,,35,
266,Fred Beasley*\BeasFr00,SFO,RB,29,16,11,0,0,0,0,0,17,24,1.41,0,28,19,184,9.68,1,0,,1,,,27,45.8,48.8,36.3,,82,
267,Travis Minor\MinoTr00,MIA,RB,24,16,0,0,0,0,0,0,41,193,4.71,1,5,4,13,3.25,0,0,,1,,,27,30.6,33.6,28.6,,84,
268,Jon Ritchie\RitcJo00,PHI,RB,29,16,7,0,0,0,0,0,1,1,1.00,0,26,17,86,5.06,3,0,,3,,,27,43.7,43.7,35.2,,83,
269,George Wrighster\WrigGe00,JAX,TE,22,15,1,0,0,0,0,0,0,0,,0,20,13,150,11.54,2,0,,2,,,27,40.0,43.0,33.5,,37,
270,Dan Campbell\CampDa00,DAL,TE,27,16,16,0,0,0,0,0,0,0,,0,30,20,195,9.75,1,0,,1,,,26,45.5,48.5,35.5,,38,
271,Tim Dwight\DwigTi00,SDG,WR,28,9,3,0,0,0,0,0,9,88,9.78,0,31,14,193,13.79,0,1,1,0,,,26,40.1,44.1,33.1,,99,
272,Jesse Palmer\PalmJe00,NYG,QB,25,6,3,60,116,532,3,4,4,23,5.75,0,0,0,0,,0,2,1,0,,,26,25.6,33.6,29.6,,48,
273,Larry Centers\CentLa00,NWE,RB,35,9,3,0,0,0,0,0,21,82,3.90,0,34,19,106,5.58,1,0,,1,,,25,43.8,46.8,34.3,,85,
274,Jeremi Johnson\JohnJe00,CIN,RB,23,16,13,0,0,0,0,0,15,41,2.73,1,20,15,82,5.47,1,0,,2,,,24,39.3,39.3,31.8,,86,
275,Joe Jurevicius\JureJo00,TAM,WR,29,5,2,0,0,0,0,0,0,0,,0,24,12,118,9.83,2,0,,2,,,24,35.8,38.8,29.8,,100,
276,Nate Poole\PoolNa01,ARI,WR,26,15,1,0,0,0,0,0,0,0,,0,19,13,177,13.62,1,0,,1,,,24,36.7,39.7,30.2,,101,
277,Nick Goings\GoinNi00,CAR,RB,25,15,0,0,0,0,0,0,10,69,6.90,0,14,12,97,8.08,1,0,,1,,,23,34.6,34.6,28.6,,89,
278,Rex Grossman\GrosRe00,CHI,QB,23,3,3,38,72,437,2,1,3,-1,-0.33,0,0,0,0,,0,3,,0,,,23,23.4,27.4,24.4,,49,
279,Sammy Morris\MorrSa00,BUF,RB,26,9,0,0,0,0,0,0,19,70,3.68,1,17,14,100,7.14,0,0,,1,,,23,37.0,40.0,30.0,,88,
280,Aaron Stecker\StecAa00,TAM,RB,28,16,1,0,0,0,0,0,37,125,3.38,0,12,9,48,5.33,1,1,,1,,,23,32.3,35.3,27.8,,87,
281,Reuben Droughns\DrouRe00,DEN,RB,25,15,4,0,0,0,0,0,6,14,2.33,0,12,9,87,9.67,2,0,,2,,,22,31.1,31.1,26.6,,90,
282,Jason Dunn\DunnJa00,KAN,TE,30,16,4,0,0,0,0,0,0,0,,0,8,5,35,7.00,3,0,,3,,,22,26.5,26.5,24.0,,39,
283,Jimmy Farris\FarrJi00,ATL,WR,25,16,0,0,0,0,0,0,0,0,,0,15,6,100,16.67,2,0,,2,,,22,28.0,31.0,25.0,,102,
284,D'Wayne Bates\BateDW00,MIN,WR,28,10,8,0,0,0,0,0,0,0,,0,29,15,151,10.07,1,0,,1,,,21,36.1,39.1,28.6,,104,
285,Jonathan Carter\CartJo01,NYJ,WR,24,9,0,0,0,0,0,0,0,0,,0,6,4,93,23.25,1,0,,2,,,21,25.3,25.3,23.3,,103,
286,Chris Fuamatu-Ma'afala\FuamCh00,JAX,RB,26,13,0,0,0,0,0,0,35,144,4.11,1,2,1,2,2.00,0,0,,1,,,21,21.6,24.6,21.1,,91,
287,Patrick Johnson\JohnPa00,WAS,WR,27,16,2,0,0,0,0,0,0,0,,0,28,15,170,11.33,1,2,1,1,,,21,36.0,40.0,28.5,,105,
288,Tony Stewart\StewTo00,CIN,TE,24,16,7,0,0,0,0,0,0,0,,0,33,21,212,10.10,0,0,,0,,,21,42.2,45.2,31.7,,40,
289,Dan Kreider\KreiDa00,PIT,RB,26,16,12,0,0,0,0,0,7,29,4.14,1,24,9,107,11.89,0,0,,1,,,20,28.6,31.6,24.1,,93,
290,Kris Mangum\MangKr00,CAR,TE,30,16,11,0,0,0,0,0,0,0,,0,29,17,199,11.71,0,0,,0,,,20,36.9,39.9,28.4,,43,
291,David Martin\MartDa00,GNB,TE,24,16,3,0,0,0,0,0,0,0,,0,17,13,79,6.08,2,0,,2,,,20,32.9,32.9,26.4,,42,
292,Ed McCaffrey\McCaEd00,DEN,WR,35,12,7,0,0,0,0,0,0,0,,0,34,19,195,10.26,0,0,,0,,,20,38.5,41.5,29.0,,108,
293,Dave Moore\MoorDa00,BUF,TE,34,15,6,0,0,0,0,0,0,0,,0,18,7,82,11.71,2,1,,2,,,20,27.2,27.2,23.7,,41,
294,James Mungro\MungJa00,IND,RB,25,7,0,0,0,0,0,0,24,60,2.50,2,5,1,-4,-4.00,0,0,,2,1,,20,20.6,20.6,20.1,,94,
295,Alan Ricard\RicaAl00,BAL,RB,26,16,13,0,0,0,0,0,19,79,4.16,0,15,9,62,6.89,0,0,,1,,,20,29.1,29.1,24.6,,92,
296,Jay Riemersma\RiemJa00,PIT,TE,30,11,7,0,0,0,0,0,0,0,,0,23,10,138,13.80,1,0,,1,,,20,29.8,32.8,24.8,,44,
297,David Tyree\TyreDa00,NYG,WR,23,16,3,0,0,0,0,0,1,-9,-9.00,0,31,16,211,13.19,0,0,,0,,,20,36.2,39.2,28.2,,107,
298,Alvis Whitted\WhitAl00,OAK,WR,29,16,2,0,0,0,0,0,6,37,6.17,0,24,7,106,15.14,1,0,,1,,,20,27.3,30.3,23.8,,106,
299,Justin Fargas\FargJu00,OAK,RB,23,10,1,0,0,0,0,0,40,203,5.08,0,3,2,2,1.00,0,1,1,0,,,19,20.5,24.5,19.5,,95,
300,Teyo Johnson\JohnTe00,OAK,TE,22,16,5,0,0,0,0,0,0,0,,0,22,14,128,9.14,1,0,,1,,,19,32.8,35.8,25.8,,47,
301,Justin Peelle\PeelJu00,SDG,TE,24,15,9,0,0,0,0,0,0,0,,0,25,16,133,8.31,1,0,,1,,,19,35.3,38.3,27.3,,45,
302,Todd Yoder\YodeTo00,TAM,TE,25,16,1,0,0,0,0,0,0,0,,0,11,7,68,9.71,2,0,,2,,,19,25.8,25.8,22.3,,46,
