,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
315,Windrell Hayes\HayeWi00,NYJ,WR,24,8,1,0,0,0,0,0,1,2,2.00,0,19,6,126,21.00,0,0,,0,,,13,18.8,21.8,15.8,,114,
316,Doug Johnson\JohnDo00,ATL,QB,23,4,2,36,67,406,2,3,3,11,3.67,0,0,0,0,,0,4,3,0,,,13,13.3,22.3,16.3,,51,
317,Charles Lee\LeexCh00,GNB,WR,23,15,1,0,0,0,0,0,0,0,,0,21,10,134,13.40,0,0,,0,,,13,23.4,26.4,18.4,,113,
318,Paul Smith\SmitPa00,SFO,RB,22,10,0,0,0,0,0,0,18,72,4.00,0,3,2,55,27.50,0,2,,0,,,13,14.7,14.7,13.7,,98,
319,Dez White\WhitDe00,CHI,WR,21,15,0,0,0,0,0,0,0,0,,0,22,10,87,8.70,1,1,1,1,,,13,22.7,23.7,17.7,,115,
320,Karsten Bailey\BailKa00,SEA,WR,23,9,0,0,0,0,0,0,0,0,,0,14,6,62,10.33,1,0,,1,,,12,18.2,18.2,15.2,,117,
321,Joey Galloway\GallJo00,DAL,WR,29,1,1,0,0,0,0,0,0,0,,0,12,4,62,15.50,1,0,,1,,,12,16.2,16.2,14.2,,116,
322,Chris Howard\HowaCh00,JAX,RB,25,2,1,0,0,0,0,0,21,52,2.48,1,5,3,26,8.67,0,2,1,1,,,12,14.8,15.8,13.3,,102,
323,Sedrick Irvin\IrviSe00,DET,RB,22,6,0,0,0,0,0,0,9,49,5.44,0,12,8,90,11.25,0,1,1,0,,,12,19.9,20.9,15.9,,100,
324,Rob Konrad\KonrRo00,MIA,RB,24,15,14,0,0,0,0,0,15,39,2.60,0,24,14,83,5.93,0,0,,0,,,12,26.2,26.2,19.2,,99,
325,Moe Williams\WillMo00,MIN,RB,26,16,0,0,0,0,0,0,23,67,2.91,0,7,4,31,7.75,0,0,,0,1,,12,15.8,15.8,13.8,,103,
326,Nick Luchey\WillNi00,CIN,RB,23,14,4,0,0,0,0,0,10,54,5.40,0,19,7,84,12.00,0,2,1,0,,,12,18.8,19.8,15.3,,101,
327,Marco Battaglia\BattMa00,CIN,TE,27,16,10,0,0,0,0,0,0,0,,0,36,13,105,8.08,0,0,,0,,,11,23.5,26.5,17.0,,55,
328,Darrin Chiaverini\ChiaDa00,CLE,WR,23,10,2,0,0,0,0,0,0,0,,0,22,8,68,8.50,1,1,1,1,,,11,18.8,19.8,14.8,,120,
329,Casey Crawford\CrawCa00,CAR,TE,23,8,0,0,0,0,0,0,0,0,,0,9,4,47,11.75,1,0,,1,,,11,14.7,14.7,12.7,,54,
330,Bobby Engram\EngrBo00,CHI,WR,27,3,3,0,0,0,0,0,1,1,1.00,0,23,16,109,6.81,0,1,,0,,,11,27.0,30.0,19.0,,119,
331,Damon Huard\HuarDa00,MIA,QB,27,16,1,39,63,318,1,3,0,0,,0,0,0,0,,0,0,,0,,,11,10.7,16.7,13.7,,53,
332,Travis McGriff\McGrTr00,DEN,WR,24,15,0,0,0,0,0,0,0,0,,0,8,2,51,25.50,1,0,,1,,,11,13.1,13.1,12.1,,118,
333,Rick Mirer\MireRi00,SFO,QB,30,1,0,10,20,126,1,0,3,0,0.00,0,0,0,0,,0,0,,0,,1,11,11.0,11.0,11.0,,52,
334,Warren Moon\MoonWa00,KAN,QB,44,2,1,15,34,208,1,1,2,2,1.00,0,0,0,0,,0,1,,0,,,11,10.5,11.5,11.5,,54,
335,Donnell Bennett\BennDo00,KAN,RB,28,7,2,0,0,0,0,0,27,24,0.89,1,2,2,17,8.50,0,0,,1,,,10,12.1,12.1,11.1,,104,
336,Luther Broughton\BrouLu00,PHI,TE,26,15,1,0,0,0,0,0,0,0,,0,18,12,104,8.67,0,1,,0,,,10,22.4,25.4,16.4,,57,
337,Chris Calloway\CallCh00,NWE,WR,32,7,2,0,0,0,0,0,0,0,,0,10,5,95,19.00,0,0,,0,,,10,14.5,14.5,12.0,,122,
338,Ben Coates\CoatBe00,BAL,TE,31,16,9,0,0,0,0,0,0,0,,0,18,9,84,9.33,0,0,,0,1,,10,19.4,19.4,14.9,,56,
339,Hunter Goodwin\GoodHu00,MIA,TE,28,16,16,0,0,0,0,0,0,0,,0,13,6,36,6.00,1,0,,1,,,10,15.6,15.6,12.6,,59,
340,Sheldon Jackson\JackSh00,BUF,TE,24,16,8,0,0,0,0,0,0,0,,0,8,5,36,7.20,1,0,,1,,,10,14.6,14.6,12.1,,58,
341,Michael Westbrook\WestMi00,WAS,WR,28,2,2,0,0,0,0,0,0,0,,0,13,9,103,11.44,0,0,,0,,,10,19.3,22.3,14.8,,121,
342,Olandis Gary\GaryOl00,DEN,RB,25,1,0,0,0,0,0,0,13,80,6.15,0,5,3,10,3.33,0,0,,0,,,9,12.0,12.0,10.5,,107,
343,Sam Gash\GashSa00,BAL,RB,31,15,4,0,0,0,0,0,2,2,1.00,0,11,6,30,5.00,1,0,,1,,,9,15.2,15.2,12.2,,106,
344,Lamont Hall\HallLa00,NOR,TE,26,16,5,0,0,0,0,0,0,0,,0,7,5,33,6.60,1,0,,1,,,9,14.3,14.3,11.8,,60,
345,Steve Heiden\HeidSt00,SDG,TE,24,15,3,0,0,0,0,0,0,0,,0,12,6,32,5.33,1,0,,1,,,9,15.2,15.2,12.2,,61,
346,Brian Milne\MilnBr00,NOR,RB,27,16,2,0,0,0,0,0,2,1,0.50,0,5,5,33,6.60,1,0,,1,,,9,14.4,14.4,11.9,,105,
347,James Williams\WillJa01,SEA,WR,22,10,0,0,0,0,0,0,1,-5,-5.00,0,16,8,99,12.38,0,0,,0,,,9,17.4,17.4,13.4,,123,
348,Rabih Abdullah\AbduRa00,TAM,RB,25,12,0,0,0,0,0,0,16,70,4.38,0,2,2,14,7.00,0,0,,0,,,8,10.4,10.4,9.4,,108,
349,Will Blackwell\BlacWi00,PIT,WR,25,5,0,0,0,0,0,0,0,0,,0,3,2,23,11.50,0,0,,1,,,8,10.3,10.3,9.3,,125,
350,Chris Gedney\GednCh00,ARI,TE,30,13,3,0,0,0,0,0,0,0,,0,16,10,75,7.50,0,0,,0,,,8,17.5,17.5,12.5,,62,
351,Matt Hasselbeck\HassMa00,GNB,QB,25,16,0,10,19,104,1,0,4,-5,-1.25,0,0,0,0,,0,0,,0,,,8,7.7,7.7,7.7,,55,
352,Tywan Mitchell\MitcTy00,ARI,WR,25,10,1,0,0,0,0,0,0,0,,0,11,5,80,16.00,0,0,,0,,,8,13.0,13.0,10.5,,126,
353,Jeff Ogden\OgdeJe00,MIA,WR,25,16,0,0,0,0,0,0,0,0,,0,3,2,24,12.00,0,1,,1,,,8,10.4,10.4,9.4,,124,
354,Patrick Pass\PassPa00,NWE,RB,23,5,2,0,0,0,0,0,18,58,3.22,0,8,4,17,4.25,0,0,,0,,,8,11.5,11.5,9.5,,111,
355,Cory Schlesinger\SchlCo00,DET,RB,28,16,8,0,0,0,0,0,1,3,3.00,0,18,12,73,6.08,0,0,,0,,,8,19.6,19.6,13.6,,110,
356,Jerald Sowell\SoweJe00,NYJ,RB,26,16,0,0,0,0,0,0,2,0,0.00,0,7,6,84,14.00,0,0,,0,,,8,14.4,14.4,11.4,,109,
357,Marlon Barnes\BarnMa00,CHI,RB,24,13,0,0,0,0,0,0,15,81,5.40,0,3,1,7,7.00,0,1,1,0,,,7,7.8,8.8,7.3,,114,
358,Kwame Cavil\CaviKw00,BUF,WR,21,16,0,0,0,0,0,0,0,0,,0,8,4,66,16.50,0,0,,0,,,7,10.6,10.6,8.6,,127,
359,Bobby Collins\CollBo00,BUF,TE,24,12,2,0,0,0,0,0,0,0,,0,10,6,72,12.00,0,0,,0,,,7,13.2,13.2,10.2,,63,
360,Cory Geason\GeasCo00,PIT,TE,25,9,3,0,0,0,0,0,0,0,,0,4,3,66,22.00,0,0,,0,,,7,9.6,9.6,8.1,,64,
361,Terry Kirby\KirbTe00,OAK,RB,30,2,0,0,0,0,0,0,11,51,4.64,0,4,3,19,6.33,0,0,,0,,,7,10.0,10.0,8.5,,113,
362,Dan Kreider\KreiDa00,PIT,RB,23,10,7,0,0,0,0,0,2,24,12.00,0,8,5,42,8.40,0,0,,0,,,7,11.6,11.6,9.1,,115,
363,Chad Pennington\PennCh01,NYJ,QB,24,1,0,2,5,67,1,0,1,0,0.00,0,0,0,0,,0,0,,0,,,7,6.7,6.7,6.7,,56,
364,Maurice Smith\SmitMa00,ATL,RB,24,10,0,0,0,0,0,0,19,69,3.63,0,1,1,5,5.00,0,0,,0,,,7,8.4,8.4,7.9,,112,
365,Vincent Brisby\BrisVi00,NYJ,WR,29,3,1,0,0,0,0,0,0,0,,0,10,4,60,15.00,0,0,,0,,,6,10.0,10.0,8.0,,129,
366,Ernie Conwell\ConwEr00,STL,TE,28,16,1,0,0,0,0,0,2,23,11.50,0,9,5,40,8.00,0,0,,0,,,6,11.3,11.3,8.8,,66,
367,Billy Davis\DaviBi00,BAL,WR,28,16,1,0,0,0,0,0,0,0,,0,4,3,62,20.67,0,0,,0,,,6,9.2,9.2,7.7,,128,
368,Brian Finneran\FinnBr00,ATL,WR,24,12,0,0,0,0,0,0,0,0,,0,14,7,60,8.57,0,0,,0,,,6,13.0,13.0,9.5,,130,
369,Raymont Harris\HarrRa00,2TM,RB,30,4,0,0,0,0,0,0,13,36,2.77,0,4,4,20,5.00,0,0,,0,,,6,9.6,9.6,7.6,,118,
370,Damon Hodge\HodgDa00,DAL,WR,23,8,0,0,0,0,0,0,0,0,,0,10,4,60,15.00,0,0,,0,,,6,10.0,10.0,8.0,,131,
371,Andrew Jordan\JordAn00,MIN,TE,28,16,4,0,0,0,0,0,0,0,,0,15,8,63,7.88,0,0,,0,,,6,14.3,14.3,10.3,,65,
372,Jeff Lewis\LewiJe01,CAR,QB,27,5,0,16,32,120,0,1,8,36,4.50,0,0,0,0,,0,1,,0,,,6,6.4,7.4,7.4,,57,
373,Joe Montgomery\MontJo00,NYG,RB,24,3,0,0,0,0,0,0,1,4,4.00,1,0,0,0,,0,0,,1,,,6,6.4,6.4,6.4,,116,
374,Detron Smith\SmitDe00,DEN,RB,26,16,0,0,0,0,0,0,0,0,,0,3,1,1,1.00,1,0,,1,,,6,7.1,7.1,6.6,,117,
375,Michael Bishop\BishMi00,NWE,QB,24,8,0,3,9,80,1,1,7,-1,-0.14,0,0,0,0,,0,0,,0,,,5,5.1,6.1,6.1,,58,
376,Robert Brooks\BrooRo00,DEN,WR,30,4,0,0,0,0,0,0,0,0,,0,4,3,51,17.00,0,0,,0,,,5,8.1,8.1,6.6,,133,
377,Jim Finn\FinnJi00,IND,RB,24,16,1,0,0,0,0,0,1,1,1.00,0,6,4,13,3.25,1,1,1,1,,,5,9.4,10.4,7.4,,119,
378,Chris Greisen\GreiCh00,ARI,QB,24,3,0,6,10,65,1,0,1,1,1.00,0,0,0,0,,0,1,1,0,,,5,4.7,5.7,4.7,,59,
379,Clif Groce\GrocCl00,CIN,RB,28,8,6,0,0,0,0,0,3,4,1.33,0,13,11,45,4.09,0,0,,0,,,5,15.9,15.9,10.4,,122,
380,Brock Olivo\OlivBr00,DET,RB,24,13,0,0,0,0,0,0,0,0,,0,4,3,50,16.67,0,0,,0,,,5,8.0,8.0,6.5,,121,
381,Jeff Robinson\RobiJe00,STL,TE,30,16,2,0,0,0,0,0,0,0,,0,6,5,52,10.40,0,0,,0,,,5,10.2,10.2,7.7,,67,
382,Daimon Shelton\ShelDa00,JAX,RB,28,16,9,0,0,0,0,0,2,3,1.50,0,10,4,48,12.00,0,0,,0,,,5,9.1,9.1,7.1,,120,
383,Brian Stablein\StabBr00,DET,WR,30,14,4,0,0,0,0,0,0,0,,0,12,8,53,6.63,0,1,,0,,,5,13.3,13.3,9.3,,132,
384,D'Wayne Bates\BateDW00,CHI,WR,25,5,0,0,0,0,0,0,1,-2,-2.00,0,7,4,42,10.50,0,0,,0,,,4,8.0,8.0,6.0,,136,
385,Steve Bush\BushSt00,CIN,TE,26,16,0,0,0,0,0,0,0,0,,0,5,3,39,13.00,0,0,,0,,,4,6.9,6.9,5.4,,69,
386,Kenny Bynum\BynuKe00,SDG,RB,26,14,0,0,0,0,0,0,7,26,3.71,0,2,2,13,6.50,0,0,,0,,,4,5.9,5.9,4.9,,123,
387,Thabiti Davis\DaviTh00,NYG,WR,25,13,0,0,0,0,0,0,0,0,,0,5,2,40,20.00,0,0,,0,,,4,6.0,6.0,5.0,,135,
388,Karl Hankton\HankKa00,CAR,WR,30,16,0,0,0,0,0,0,0,0,,0,8,4,38,9.50,0,0,,0,,,4,7.8,7.8,5.8,,137,
389,Patrick Hape\HapePa00,TAM,TE,26,16,2,0,0,0,0,0,0,0,,0,13,6,39,6.50,0,0,,0,,,4,9.9,9.9,6.9,,70,
390,Curtis Jackson\JackCu00,NWE,WR,27,5,2,0,0,0,0,0,0,0,,0,12,5,44,8.80,0,1,,0,,,4,9.4,9.4,6.9,,134,
391,Alonzo Mayes\MayeAl00,CHI,TE,25,5,3,0,0,0,0,0,0,0,,0,9,4,40,10.00,0,0,,0,,,4,8.0,8.0,6.0,,68,
392,Fred McAfee\McAfFr00,NOR,RB,32,12,0,0,0,0,0,0,2,37,18.50,0,0,0,0,,0,0,,0,,,4,3.7,3.7,3.7,,125,
393,Mikhael Ricks\RickMi00,2TM,WR,26,4,1,0,0,0,0,0,0,0,,0,9,3,35,11.67,0,0,,0,,,4,6.5,6.5,5.0,,138,
394,Jon Witman\WitmJo00,PIT,RB,28,6,5,0,0,0,0,0,3,5,1.67,0,7,5,33,6.60,0,0,,0,,,4,8.8,8.8,6.3,,124,
395,Bubby Brister\BrisBu00,MIN,QB,38,2,0,10,20,82,0,1,5,20,4.00,0,0,0,0,,0,1,,0,,,3,3.3,4.3,4.3,,60,
396,Howard Cross\CrosHo00,NYG,TE,33,16,11,0,0,0,0,0,0,0,,0,7,4,30,7.50,0,0,,0,,,3,7.0,7.0,5.0,,72,
397,Scott Dragos\DragSc00,CHI,RB,25,9,2,0,0,0,0,0,0,0,,0,6,4,28,7.00,0,0,,0,,,3,6.8,6.8,4.8,,126,
398,Jason Dunn\DunnJa00,KAN,TE,27,14,2,0,0,0,0,0,0,0,,0,2,2,26,13.00,0,0,,0,,,3,4.6,4.6,3.6,,73,
399,Troy Hambrick\HambTr00,DAL,RB,24,3,0,0,0,0,0,0,6,28,4.67,0,0,0,0,,0,0,,0,,,3,2.8,2.8,2.8,,127,
400,Nate Jacquet\JacqNa00,2TM,WR,25,12,0,0,0,0,0,0,0,0,,0,3,1,25,25.00,0,3,,0,,,3,3.5,3.5,3.0,,140,
401,Larry Parker\ParkLa00,KAN,WR,24,16,0,0,0,0,0,0,1,-7,-7.00,0,4,3,41,13.67,0,1,,0,,,3,6.4,6.4,4.9,,139,
402,Alfred Pupunu\PupuAl00,DET,TE,31,9,0,0,0,0,0,0,0,0,,0,3,3,32,10.67,0,0,,0,,,3,6.2,6.2,4.7,,71,
403,Ron Rivers\RiveRo00,ATL,RB,29,6,0,0,0,0,0,0,8,27,3.38,0,1,0,0,,0,0,,0,,,3,2.7,2.7,2.7,,128,
404,Aaron Stecker\StecAa00,TAM,RB,25,10,0,0,0,0,0,0,12,31,2.58,0,1,1,15,15.00,0,1,1,0,,,3,3.6,4.6,3.1,,129,
405,Alex Van Pelt\VanPAl00,BUF,QB,30,1,0,4,8,67,0,0,0,0,,0,0,0,0,,0,0,,0,,,3,2.7,2.7,2.7,,61,
406,Reggie Brown\BrowRe00,SEA,RB,27,12,1,0,0,0,0,0,3,6,2.00,0,4,2,9,4.50,0,0,,0,,,2,3.5,3.5,2.5,,134,
407,Matt Cushing\CushMa00,PIT,TE,25,7,1,0,0,0,0,0,0,0,,0,5,4,17,4.25,0,0,,0,,,2,5.7,5.7,3.7,,75,
408,Chris Floyd\FloyCh00,2TM,RB,25,13,0,0,0,0,0,0,2,-1,-0.50,0,2,1,21,21.00,0,0,,0,,,2,3.0,3.0,2.5,,133,
409,Curtis Keaton\KeatCu00,CIN,RB,24,6,0,0,0,0,0,0,6,24,4.00,0,0,0,0,,0,0,,0,,,2,2.4,2.4,2.4,,130,
410,Amp Lee\LeexAm00,PHI,RB,29,3,0,0,0,0,0,0,1,2,2.00,0,3,1,20,20.00,0,0,,0,,,2,3.2,3.2,2.7,,132,
411,Ray Lucas\LucaRa00,NYJ,QB,28,7,0,21,41,206,0,4,6,42,7.00,0,0,0,0,,0,2,1,0,,,2,2.4,7.4,6.4,,62,
412,Moses Moreno\MoreMo00,SDG,QB,25,6,2,27,53,241,0,2,5,20,4.00,0,0,0,0,,0,3,3,0,,,2,1.6,6.6,3.6,,64,
413,Harold Shaw\ShawHa00,NWE,RB,26,16,0,0,0,0,0,0,9,12,1.33,0,4,2,11,5.50,0,0,,0,,,2,4.3,4.3,3.3,,131,
414,Ryan Wetnight\WetnRy00,GNB,TE,30,10,0,0,0,0,0,0,0,0,,0,9,3,20,6.67,0,0,,0,,,2,5.0,5.0,3.5,,74,
415,Spergon Wynn\WynnSp00,CLE,QB,22,7,1,22,54,167,0,1,3,15,5.00,0,0,0,0,,0,2,2,0,,,2,2.2,5.2,3.2,,63,
416,Chris Brazzell\BrazCh00,DAL,WR,24,9,0,0,0,0,0,0,0,0,,0,4,2,12,6.00,0,0,,0,,,1,3.2,3.2,2.2,,143,
417,Bobby Brown\BrowBo00,CLE,WR,23,6,0,0,0,0,0,0,0,0,,0,7,2,14,7.00,0,0,,0,,,1,3.4,3.4,2.4,,141,
418,Trung Canidate\CaniTr00,STL,RB,23,3,0,0,0,0,0,0,3,6,2.00,0,3,1,4,4.00,0,0,,0,,,1,2.0,2.0,1.5,,139,
419,Dameyune Craig\CraiDa00,CAR,QB,26,4,0,0,0,0,0,0,2,4,2.00,0,3,2,4,2.00,0,0,,0,,,1,2.8,2.8,1.8,,66,
420,Reggie Davis\DaviRe00,SDG,TE,24,10,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,79,
421,Shockmain Davis\DaviSh00,NWE,WR,23,12,1,0,0,0,0,0,0,0,,0,11,2,12,6.00,0,0,,0,,,1,3.2,3.2,2.2,,142,
422,Dameane Douglas\DougDa00,PHI,WR,24,6,0,0,0,0,0,0,0,0,,0,4,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,146,
423,Deon Dyer\DyerDe00,MIA,RB,23,16,1,0,0,0,0,0,0,0,,0,2,2,14,7.00,0,0,,0,,,1,3.4,3.4,2.4,,136,
424,Zeron Flemister\FlemZe00,WAS,TE,24,5,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,78,
425,John Friesz\FrieJo00,NWE,QB,33,1,0,11,21,66,0,1,0,0,,0,0,0,0,,0,0,,0,,,1,0.6,1.6,1.6,,68,
426,Jammi German\GermJa00,ATL,WR,26,9,0,0,0,0,0,0,0,0,,0,4,1,10,10.00,0,0,,0,,,1,2.0,2.0,1.5,,144,
427,Lennox Gordon\GordLe00,IND,RB,22,9,0,0,0,0,0,0,4,13,3.25,0,0,0,0,,0,0,,0,,,1,1.3,1.3,1.3,,138,
428,James Hodgins\HodgJa00,STL,RB,23,15,2,0,0,0,0,0,1,3,3.00,0,2,2,5,2.50,0,0,,0,,,1,2.8,2.8,1.8,,141,
429,Lenzie Jackson\JackLe00,CLE,WR,23,5,0,0,0,0,0,0,0,0,,0,3,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,149,
430,Damon Jones\JoneDa00,JAX,TE,26,1,0,0,0,0,0,0,0,0,,0,1,1,12,12.00,0,0,,0,,,1,2.2,2.2,1.7,,77,
431,Brian Kinchen\KincBr00,CAR,TE,35,16,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,81,
432,Joel Makovicka\MakoJo00,ARI,RB,25,14,10,0,0,0,0,0,3,8,2.67,0,9,6,18,3.00,0,0,1,0,,,1,6.6,7.6,3.6,,142,
433,Dennis McKinley\McKiDe00,ARI,RB,24,16,0,0,0,0,0,0,0,0,,0,4,2,13,6.50,0,0,,0,,,1,3.3,3.3,2.3,,137,
434,Billy Miller\MillBi00,DEN,TE,23,12,0,0,0,0,0,0,0,0,,0,4,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,82,
435,Scottie Montgomery\MontSc00,DEN,WR,22,4,0,0,0,0,0,0,0,0,,0,1,1,10,10.00,0,0,,0,,,1,2.0,2.0,1.5,,145,
436,Jerry Porter\PortJe00,OAK,WR,22,12,0,0,0,0,0,0,0,0,,0,2,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,148,
437,Chris Redman\RedmCh00,BAL,QB,23,2,0,2,3,19,0,0,1,0,0.00,0,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,67,
438,Michael Roan\RoanMi00,TEN,TE,28,1,1,0,0,0,0,0,0,0,,0,3,3,12,4.00,0,0,,0,,,1,4.2,4.2,2.7,,76,
439,Justin Swift\SwifJu00,SFO,TE,25,16,1,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,80,
440,Alex Van Dyke\VanDAl00,PHI,WR,26,4,0,0,0,0,0,0,0,0,,0,4,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,147,
441,Clarence Williams\WillCl00,ARI,RB,23,2,0,0,0,0,0,0,0,0,,0,2,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,143,
442,Jermaine Williams\WillJe00,JAX,RB,27,7,0,0,0,0,0,0,2,8,4.00,0,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,140,
443,Anthony Wright\WrigAn00,DAL,QB,24,4,2,22,53,237,0,3,12,36,3.00,0,0,0,0,,0,3,3,0,,,1,1.1,7.1,4.1,,65,
444,Eric Zeier\ZeieEr00,TAM,QB,28,3,0,3,3,19,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,1,0.6,0.6,0.6,,69,
445,Amos Zereoue\ZereAm00,PIT,RB,24,12,0,0,0,0,0,0,6,14,2.33,0,0,0,0,,0,0,,0,,,1,1.4,1.4,1.4,,135,
446,Karim Abdul-Jabbar\AbduKa00,IND,RB,26,1,0,0,0,0,0,0,1,-2,-2.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,155,
447,Eugene Baker\BakeEu00,ATL,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,153,
448,Bradford Banta\BantBr00,NYJ,,30,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,109,
449,Mike Bartrum\BartMi00,PHI,,30,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,88,
450,Avion Black\BlacAv00,BUF,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,154,
451,Darrius Blevins\BlevDa20,STL,,24,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,156,
452,Fabien Bownes\BownFa00,SEA,,28,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,169,
453,LaVell Boyd\BoydLa20,CIN,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,172,
454,Corey Bradford\BradCo00,GNB,,25,2,2,0,0,0,0,0,0,0,,0,3,0,0,,0,0,,0,,,,,,,,162,
455,Tom Brady\BradTo00,NWE,QB,23,1,0,1,3,6,0,0,0,0,,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,71,
456,Travis Brown\BrowTr01,SEA,QB,23,1,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,72,
457,Dialleo Burks\BurkDi20,CAR,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,160,
458,Matt Cercone\CercMa20,MIN,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,93,
459,Chris Coleman\ColeCh01,TEN,,23,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,165,
460,Greg DeLong\DeLoGr00,JAX,,27,4,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,85,
461,Gary Downs\DownGa00,ATL,,28,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,147,
462,Chad Dukes\DukeCh00,2TM,RB,29,2,0,0,0,0,0,0,2,2,1.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,144,
463,Chris Eitzmann\EitzCh20,NWE,,23,5,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,102,
464,Mondriel Fulcher\FulcMo20,OAK,,24,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,100,
465,Jason Garrett\GarrJa00,NYG,QB,34,2,0,0,0,0,0,0,4,-4,-1.00,0,0,0,0,,0,0,,0,,,,-0.4,-0.4,-0.4,,81,
466,Bryan Gilmore\GilmBr00,ARI,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,152,
467,Mike Green\GreeMi00,TEN,,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,154,
468,Rich Griffith\GrifRi00,JAX,,31,16,1,0,0,0,0,0,0,0,,0,3,0,0,,0,0,,0,,,,,,,,97,
469,Ty Hallock\HallTy00,CHI,,29,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,151,
470,Mark Hartsell\HartMa20,CHI,QB,27,1,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,74,
471,Andre Hastings\HastAn00,TAM,,30,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,151,
472,James Hill\HillJa21,SEA,,26,10,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,108,
473,Bobby Hoying\HoyiBo00,OAK,QB,28,4,0,0,2,0,0,0,2,-3,-1.50,0,0,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,80,
474,Todd Husak\HusaTo20,WAS,QB,22,1,0,2,2,-2,0,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,76,
475,Chris Jackson\JackCh23,TEN,,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,158,
476,Jarious Jackson\JackJa01,DEN,QB,23,2,0,0,1,0,0,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,,-0.1,-0.1,-0.1,,75,
477,James Jenkins\JenkJa00,WAS,,33,13,6,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,90,
478,Brian Jennings\JennBr00,SFO,,24,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,96,
479,Travis Jervey\JervTr00,SFO,RB,28,8,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,0,,0,,,,,,,,149,
480,Bryan Johnson\JohnBr01,WAS,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,4,
481,Malcolm Johnson\JohnMa00,2TM,,23,5,0,0,0,0,0,0,0,0,,0,8,0,0,,0,0,,0,,,,,,,,170,
482,Isaac Jones\JoneIs00,IND,,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,167,
