,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
35,Matt Hasselbeck *\HassMa00,SEA,QB,30,16,16,294,449,3459,24,9,36,124,3.44,1,0,0,0,,0,4,2,1,,,231,230.8,247.8,239.8,35,4,35
36,Jason Witten*\WittJa00,DAL,TE,23,16,16,0,0,0,0,0,0,0,,0,89,66,757,11.47,6,0,,6,,,112,177.7,180.7,144.7,35,6,36
37,Willis McGahee\McGaWi00,BUF,RB,24,16,15,0,0,0,0,0,325,1247,3.84,5,37,28,178,6.36,0,1,1,5,,,171,198.5,205.5,184.5,35,14,37
38,Reuben Droughns\DrouRe00,CLE,RB,27,16,16,0,0,0,0,0,309,1232,3.99,2,56,39,369,9.46,0,6,1,2,,,170,209.1,216.1,189.6,34,15,38
39,Randy Moss\MossRa00,OAK,WR,28,16,15,0,0,0,0,0,0,0,,0,123,60,1005,16.75,8,0,,8,,,149,208.5,211.5,178.5,32,14,39
40,T.J. Houshmandzadeh\HousTJ00,CIN,WR,28,14,12,0,0,0,0,0,8,62,7.75,1,115,78,956,12.26,7,1,1,8,,,148,225.8,229.8,186.8,32,15,40
41,Corey Dillon\DillCo00,NWE,RB,31,12,10,0,0,0,0,0,209,733,3.51,12,26,22,181,8.23,1,1,1,13,,,167,189.4,196.4,178.4,32,16,41
42,Brian Westbrook\WestBr00,PHI,RB,26,12,12,0,0,0,0,0,156,617,3.96,3,96,61,616,10.10,4,0,,7,1,,167,228.3,234.3,197.8,31,17,42
43,Keenan McCardell\McCaKe00,SDG,WR,35,16,16,0,0,0,0,0,2,6,3.00,0,108,70,917,13.10,9,0,,9,,,146,216.3,219.3,181.3,30,16,43
44,Domanick Williams\DaviDo01,HOU,RB,25,11,11,0,1,0,0,0,230,976,4.24,2,48,39,337,8.64,4,2,1,6,,,165,204.3,211.3,184.8,29,18,44
45,Eli Manning\MannEl00,NYG,QB,24,16,16,294,557,3762,24,17,29,80,2.76,1,0,0,0,,0,9,2,1,,1,224,224.5,246.5,241.5,29,5,45
46,Rod Smith*\SmitRo01,DEN,WR,35,16,16,0,1,0,0,0,1,7,7.00,0,126,85,1105,13.00,6,2,2,6,,,143,228.2,233.2,185.7,27,17,46
47,Eddie Kennison\KennEd00,KAN,WR,32,16,16,0,0,0,0,0,7,43,6.14,0,108,68,1102,16.21,5,1,1,5,,,143,210.5,214.5,176.5,26,18,47
48,Tony Gonzalez*\GonzTo00,KAN,TE,29,16,16,0,0,0,0,0,0,0,,0,116,78,905,11.60,2,0,,2,,,103,180.5,183.5,141.5,26,7,48
49,Jimmy Smith\SmitJi00,JAX,WR,36,16,16,0,0,0,0,0,0,0,,0,128,70,1023,14.61,6,0,,6,,,138,208.3,211.3,173.3,22,19,49
50,Cadillac Williams\WillCa02,TAM,RB,23,14,14,0,0,0,0,0,290,1178,4.06,6,25,20,81,4.05,0,3,2,6,,,158,177.9,182.9,167.9,22,19,50
51,Jake Plummer*\PlumJa00,DEN,QB,31,16,16,277,456,3366,18,7,46,151,3.28,2,0,0,0,,0,4,2,2,,1,218,217.7,232.7,224.7,22,6,51
52,Michael Vick*\VickMi00,ATL,QB,25,15,15,214,387,2412,15,13,102,597,5.85,6,1,1,-14,-14.00,0,11,5,6,,1,217,217.8,241.8,230.3,21,7,52
53,Reggie Wayne\WaynRe00,IND,WR,27,16,16,0,0,0,0,0,0,0,,0,122,83,1055,12.71,5,1,,5,,,136,218.5,221.5,177.0,19,20,53
54,Donte' Stallworth\StalDo00,NOR,WR,25,16,13,0,0,0,0,0,2,2,1.00,0,129,70,945,13.50,7,1,1,7,,,135,204.7,208.7,169.7,19,21,54
55,Chris Brown\BrowCh03,TEN,RB,24,15,14,0,0,0,0,0,224,851,3.80,5,37,25,327,13.08,2,4,3,7,,,154,178.8,187.8,166.3,18,20,55
56,Trent Green*\GreeTr00,KAN,QB,35,16,16,317,507,4014,17,10,35,82,2.34,0,0,0,0,,0,8,4,0,,1,211,210.8,227.8,220.8,15,8,56
57,Drew Brees\BreeDr00,SDG,QB,26,16,16,323,500,3576,24,15,21,49,2.33,1,1,0,0,,0,8,5,1,,,210,209.9,232.9,224.9,14,9,57
58,Deion Branch\BranDe00,NWE,WR,26,16,15,0,0,0,0,0,0,0,,0,125,78,998,12.79,5,0,,5,,,130,207.8,210.8,168.8,14,22,58
59,Joe Jurevicius\JureJo00,SEA,WR,31,16,12,0,0,0,0,0,0,0,,0,84,55,694,12.62,10,1,,10,,,129,184.4,187.4,156.9,13,23,59
60,Tatum Bell\BellTa00,DEN,RB,24,15,1,0,0,0,0,0,173,921,5.32,8,28,18,104,5.78,0,3,1,8,,,149,166.5,173.5,157.5,13,21,60
61,Kerry Collins\CollKe00,OAK,QB,33,15,15,302,565,3759,20,12,17,39,2.29,1,0,0,0,,0,13,4,1,,,208,208.3,227.3,220.3,12,10,61
62,Julius Jones\JoneJu01,DAL,RB,24,13,12,0,0,0,0,0,257,993,3.86,5,45,35,218,6.23,0,4,2,5,,,147,182.1,190.1,164.6,11,22,62
63,Drew Bledsoe\BledDr00,DAL,QB,33,16,16,300,499,3639,23,17,34,50,1.47,2,0,0,0,,0,17,8,2,,1,207,206.6,234.6,223.6,11,11,63
64,Randy McMichael\McMiRa01,MIA,TE,26,16,16,0,0,0,0,0,0,0,,0,104,60,582,9.70,5,1,1,5,,,86,146.2,150.2,116.2,9,8,64
65,Jerramy Stevens\StevJe00,SEA,TE,26,16,11,0,0,0,0,0,0,0,,0,68,45,554,12.31,5,0,,5,,,85,130.4,133.4,107.9,8,9,65
66,L.J. Smith\SmitL.00,PHI,TE,25,16,16,0,0,0,0,0,0,0,,0,107,61,682,11.18,3,1,1,3,,,84,145.2,149.2,114.7,7,10,66
67,Jerry Porter\PortJe00,OAK,WR,27,16,14,0,0,0,0,0,1,-8,-8.00,0,142,76,942,12.39,5,1,,5,,,123,199.4,202.4,161.4,7,24,67
68,Derrick Mason\MasoDe00,BAL,WR,31,16,16,0,0,0,0,0,0,0,,0,137,86,1073,12.48,3,1,1,3,,,123,209.3,213.3,166.3,7,25,68
69,Antonio Bryant\BryaAn00,CLE,WR,24,16,15,0,0,0,0,0,1,3,3.00,0,123,69,1009,14.62,4,1,1,4,,,123,192.2,196.2,157.7,7,26,69
70,DeShaun Foster\FostDe00,CAR,RB,25,15,5,0,1,0,0,0,205,879,4.29,2,48,34,372,10.94,1,2,1,3,,,141,175.1,182.1,158.1,5,23,70
71,Heath Miller\MillHe00,PIT,TE,23,16,15,0,0,0,0,0,0,0,,0,52,39,459,11.77,6,0,,6,,,82,120.9,123.9,101.4,5,11,71
72,Kevin Curtis\CurtKe00,STL,WR,27,16,9,0,0,0,0,0,1,5,5.00,1,97,60,801,13.35,6,2,1,7,,,121,180.6,184.6,150.6,4,27,72
73,Lee Evans\EvanLe00,BUF,WR,24,16,15,0,0,0,0,0,4,38,9.50,0,92,48,743,15.48,7,0,,7,,,120,168.1,171.1,144.1,4,28,73
74,Roy Williams\WillRo04,DET,WR,24,13,12,0,0,0,0,0,0,0,,0,94,45,687,15.27,8,0,,8,,,117,161.7,164.7,139.2,1,29,74
75,Corey McIntyre\McInCo00,CLE,,26,15,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,1,75
76,Sean McHugh\McHuSe00,DET,,23,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,6,76
77,Jake Delhomme*\DelhJa00,CAR,QB,30,16,16,262,435,3421,24,16,24,31,1.29,1,0,0,0,,0,12,7,1,,,196,195.9,221.9,211.9,,12,77
78,Keyshawn Johnson\JohnKe00,DAL,WR,33,16,14,0,1,0,0,0,1,3,3.00,0,123,71,839,11.82,6,3,3,6,1,,116,187.2,193.2,151.7,,30,78
79,Mark Brunell\BrunMa00,WAS,QB,35,16,15,262,454,3050,23,10,42,111,2.64,0,0,0,0,,0,11,6,0,,1,195,195.1,217.1,205.1,,13,
80,Steve McNair*\McNaSt00,TEN,QB,32,14,14,292,476,3161,16,11,32,139,4.34,1,0,0,0,,0,7,4,1,,,180,180.3,201.3,191.3,,14,
81,Brett Favre\FavrBr00,GNB,QB,36,16,16,372,607,3881,20,29,18,62,3.44,0,0,0,0,,0,10,7,0,,2,173,173.4,212.4,202.4,,15,
82,Aaron Brooks\BrooAa00,NOR,QB,29,13,13,240,431,2882,13,17,45,281,6.24,2,0,0,0,,0,4,2,2,,,169,169.4,194.4,186.4,,16,
83,Ben Roethlisberger\RoetBe00,PIT,QB,23,12,12,168,268,2385,17,9,31,69,2.23,3,0,0,0,,0,2,1,3,,,168,168.3,181.3,177.3,,17,
84,Gus Frerotte\FrerGu00,MIA,QB,34,16,15,257,494,2996,18,13,27,61,2.26,0,0,0,0,,0,13,4,0,,,164,163.9,183.9,176.9,,18,
85,David Carr\CarrDa00,HOU,QB,26,16,16,256,423,2488,14,11,56,308,5.50,1,0,0,0,,0,17,6,1,,1,160,160.3,183.3,171.3,,19,
86,Donovan McNabb\McNaDo00,PHI,QB,29,9,9,211,357,2507,16,9,25,55,2.20,1,0,0,0,,0,8,3,1,,1,154,153.8,168.8,162.8,,20,
87,Byron Leftwich\LeftBy00,JAX,QB,25,11,11,175,302,2123,15,5,31,67,2.16,2,0,0,0,,0,8,3,2,,,148,147.6,158.6,152.6,,21,
88,Ronnie Brown\BrowRo05,MIA,RB,24,15,14,0,0,0,0,0,207,907,4.38,4,47,32,232,7.25,1,4,4,5,,,136,167.9,177.9,151.9,,24,
89,Stephen Davis\DaviSt00,CAR,RB,31,13,11,0,0,0,0,0,180,549,3.05,12,12,5,45,9.00,0,2,,12,,,131,136.4,139.4,133.9,,25,
90,Marc Bulger\BulgMa00,STL,QB,28,8,8,192,287,2297,14,9,9,29,3.22,0,1,1,1,1.00,0,4,2,0,,,129,129.9,143.9,138.4,,23,
91,Kurt Warner\WarnKu00,ARI,QB,34,10,10,242,375,2713,11,9,13,28,2.15,0,1,1,0,0.00,0,9,5,0,,1,129,130.3,147.3,138.8,,22,
92,Jamal Lewis\LewiJa00,BAL,RB,26,15,15,0,0,0,0,0,269,906,3.37,3,44,32,191,5.97,1,5,5,4,,,124,155.7,166.7,139.7,,26,
93,Mewelde Moore\MoorMe00,MIN,RB,23,16,8,0,0,0,0,0,155,662,4.27,1,49,37,339,9.16,2,2,1,4,,,122,159.1,166.1,140.6,,27,
94,Ricky Williams\WillRi00,MIA,RB,28,12,3,0,0,0,0,0,168,743,4.42,6,20,17,93,5.47,0,1,1,6,,,118,134.6,138.6,126.1,,28,
95,Laveranues Coles\ColeLa00,NYJ,WR,28,16,16,0,0,0,0,0,0,0,,0,132,73,845,11.58,5,1,,5,,,115,187.5,190.5,151.0,,31,
96,Brad Johnson\JohnBr00,MIN,QB,37,15,9,184,294,1885,12,4,18,53,2.94,0,0,0,0,,0,5,3,0,,,115,114.7,124.7,118.7,,24,
97,Curtis Martin\MartCu00,NYJ,RB,32,12,12,0,0,0,0,0,220,735,3.34,5,30,24,118,4.92,0,2,1,5,,,113,137.3,144.3,125.3,,29,
98,Terrell Owens\OwenTe00,PHI,WR,32,7,7,0,0,0,0,0,1,2,2.00,0,92,47,763,16.23,6,0,,6,,,113,159.5,162.5,136.0,,32,
99,Amani Toomer\ToomAm00,NYG,WR,31,16,15,0,0,0,0,0,0,0,,0,109,60,684,11.40,7,0,,7,,,110,170.4,173.4,140.4,,33,
100,Ernest Wilford\WilfEr00,JAX,WR,26,16,8,0,0,0,0,0,0,0,,0,74,41,681,16.61,7,0,,7,,,110,151.1,154.1,130.6,,34,
101,Priest Holmes\HolmPr00,KAN,RB,32,7,7,0,0,0,0,0,119,451,3.79,6,32,21,197,9.38,1,1,,7,,,107,127.8,133.8,117.3,,31,
102,Kevin Jones\JoneKe02,DET,RB,23,13,13,0,0,0,0,0,186,664,3.57,5,28,20,109,5.45,0,2,,5,,,107,127.3,133.3,117.3,,30,
103,Samkon Gado\GadoSa00,GNB,RB,23,8,5,0,1,0,0,0,143,582,4.07,6,12,10,77,7.70,1,4,1,7,,,106,115.9,119.9,110.9,,32,
104,Eric Moulds\MoulEr00,BUF,WR,32,15,15,0,0,0,0,0,0,0,,0,129,81,816,10.07,4,0,,4,,,106,186.6,189.6,146.1,,35,
105,Fred Taylor\TaylFr00,JAX,RB,29,11,11,0,0,0,0,0,194,787,4.06,3,18,13,83,6.38,0,0,,3,,,105,118.0,121.0,111.5,,33,
106,Joey Harrington\HarrJo00,DET,QB,27,12,11,188,330,2021,12,12,24,80,3.33,0,1,1,-4,-4.00,0,7,4,0,,,104,105.4,124.4,116.9,,25,
107,Trent Dilfer\DilfTr00,CLE,QB,33,11,11,199,333,2321,11,12,20,46,2.30,0,0,0,0,,0,9,7,0,,,103,103.4,125.4,115.4,,26,
108,Chris Simms\SimmCh00,TAM,QB,25,11,10,191,313,2035,10,7,19,31,1.63,0,1,1,-3,-3.00,0,6,4,0,,,102,103.2,117.2,109.7,,27,
109,Kyle Boller\BollKy00,BAL,QB,24,9,9,171,293,1799,11,12,23,66,2.87,1,1,0,0,,0,8,2,1,,,101,100.6,117.6,112.6,,28,
110,Brandon Lloyd\LloyBr00,SFO,WR,24,16,15,0,0,0,0,0,0,0,,0,109,48,733,15.27,5,1,1,5,,,101,149.3,153.3,125.3,,36,
111,Josh McCown\McCoJo01,ARI,QB,26,9,6,163,270,1836,9,11,29,139,4.79,0,0,0,0,,0,5,1,0,,,99,99.3,117.3,110.3,,29,
112,Muhsin Muhammad\MuhaMu00,CHI,WR,32,15,15,0,0,0,0,0,0,0,,0,136,64,750,11.72,4,0,,4,,,99,163.0,166.0,131.0,,37,
113,Kevan Barlow\BarlKe00,SFO,RB,26,12,12,0,0,0,0,0,176,581,3.30,3,42,31,241,7.77,0,2,1,3,,,98,129.2,136.2,113.7,,34,
114,Drew Bennett\BennDr00,TEN,WR,27,13,10,0,1,0,0,0,1,3,3.00,0,109,58,738,12.72,4,0,,4,,,98,156.1,159.1,127.1,,38,
115,Marion Barber III\BarbMa01,DAL,RB,22,13,2,0,0,0,0,0,138,538,3.90,5,25,18,115,6.39,0,3,,5,,,95,113.3,119.3,104.3,,35,
116,Jerome Bettis\BettJe00,PIT,RB,33,12,0,0,0,0,0,0,110,368,3.35,9,4,4,40,10.00,0,0,,9,,,95,98.8,101.8,96.8,,36,
117,David Garrard\GarrDa00,JAX,QB,27,7,5,98,168,1117,4,1,31,172,5.55,3,0,0,0,,0,4,1,3,1,,94,93.9,101.9,94.9,,30,
118,Eric Parker\ParkEr00,SDG,WR,26,15,9,0,0,0,0,0,4,55,13.75,0,80,57,725,12.72,3,2,1,3,,,94,151.0,155.0,122.5,,39,
119,Bobby Engram\EngrBo00,SEA,WR,32,13,13,0,0,0,0,0,0,0,,0,97,67,778,11.61,3,2,2,3,,,92,158.8,163.8,125.3,,40,
120,Ashley Lelie\LeliAs00,DEN,WR,25,16,13,0,0,0,0,0,5,84,16.80,0,88,42,770,18.33,1,0,,1,,,91,133.4,136.4,112.4,,41,
121,Brooks Bollinger\BollBr00,NYJ,QB,26,11,9,150,266,1558,7,6,35,135,3.86,0,0,0,0,,0,3,1,0,,,90,89.8,102.8,95.8,,31,
122,T.J. Duckett\DuckT.00,ATL,RB,24,14,0,0,0,0,0,0,121,380,3.14,8,7,6,63,10.50,0,2,2,8,,,88,94.3,99.3,91.3,,37,
123,Frank Gore\GoreFr00,SFO,RB,22,14,1,0,0,0,0,0,127,608,4.79,3,22,15,131,8.73,0,2,2,3,,,88,102.9,110.9,95.4,,39,
124,Greg Jones\JoneGr01,JAX,RB,24,14,13,0,0,0,0,0,151,575,3.81,4,15,10,65,6.50,0,0,,4,,,88,98.0,101.0,93.0,,38,
125,Marty Booker\BookMa00,MIA,WR,29,15,12,0,1,0,0,0,0,0,,0,86,39,686,17.59,3,0,,3,,,87,125.6,128.6,106.1,,43,
126,David Givens\GiveDa00,NWE,WR,25,13,10,0,0,0,0,0,2,13,6.50,0,96,59,738,12.51,2,0,,2,,,87,146.1,149.1,116.6,,42,
127,Michael Pittman\PittMi00,TAM,RB,30,16,4,0,0,0,0,0,70,436,6.23,1,46,36,300,8.33,1,1,,2,,,86,121.6,127.6,103.6,,40,
128,Antowain Smith\SmitAn00,NOR,RB,33,16,7,0,0,0,0,0,166,659,3.97,3,15,12,46,3.83,0,2,2,3,,,85,96.5,101.5,90.5,,41,
129,Travis Taylor\TaylTr01,MIN,WR,27,16,13,0,0,0,0,0,2,3,1.50,0,90,50,604,12.08,4,1,,4,,,85,134.7,137.7,109.7,,44,
130,Justin McCareins\McCaJu00,NYJ,WR,27,16,16,0,0,0,0,0,1,8,8.00,0,102,43,713,16.58,2,0,,2,,,84,127.1,130.1,105.6,,45,
131,Antwaan Randle El\RandAn00,PIT,WR,26,16,15,3,3,67,1,0,12,73,6.08,0,69,35,558,15.94,1,4,2,3,,,84,118.8,123.8,101.3,,46,
132,Marcus Robinson\RobiMa00,MIN,WR,30,15,9,0,0,0,0,0,0,0,,0,57,31,515,16.61,5,0,,5,1,,84,114.5,117.5,99.0,,47,
133,Michael Bennett\BennMi00,MIN,RB,27,16,6,0,0,0,0,0,126,473,3.75,3,31,27,124,4.59,2,5,4,5,,,82,108.7,118.7,95.2,,42,
134,Reggie Brown\BrowRe01,PHI,WR,24,16,11,0,0,0,0,0,1,5,5.00,0,79,43,571,13.28,4,1,,4,,,82,124.6,127.6,103.1,,48,
135,Kelly Holcomb\HolcKe00,BUF,QB,32,10,8,155,230,1509,10,8,18,11,0.61,1,0,0,0,,0,13,5,1,,,81,81.5,97.5,89.5,,32,
136,Andre Johnson\JohnAn02,HOU,WR,24,13,13,0,0,0,0,0,6,10,1.67,0,114,63,688,10.92,2,1,1,2,,,80,142.8,146.8,111.3,,49,
137,Daunte Culpepper\CulpDa00,MIN,QB,28,7,7,139,216,1564,6,12,24,147,6.13,1,0,0,0,,0,5,3,1,,1,79,79.3,100.3,91.3,,33,
138,Brian Finneran\FinnBr00,ATL,WR,29,16,7,0,0,0,0,0,0,0,,0,81,50,611,12.22,2,0,,2,3,,79,129.1,132.1,104.1,,50,
139,Matt Jones\JoneMa00,JAX,WR,22,16,1,2,3,12,0,0,12,51,4.25,0,69,36,432,12.00,5,2,,5,,,79,114.8,117.8,96.8,,51,
140,J.P. Losman\LosmJ.00,BUF,QB,24,9,8,113,228,1340,8,8,31,154,4.97,0,0,0,0,,0,7,3,0,,,79,79.0,96.0,87.0,,35,
141,Kyle Orton\OrtoKy00,CHI,QB,23,15,15,190,368,1869,9,13,24,44,1.83,0,0,0,0,,0,12,5,0,,,79,79.2,100.2,92.2,,34,
142,Chester Taylor\TaylCh01,BAL,RB,26,15,1,0,0,0,0,0,117,487,4.16,0,53,41,292,7.12,1,3,3,1,,,78,118.9,127.9,98.4,,43,
143,Ben Troupe\TrouBe00,TEN,TE,23,15,11,0,0,0,0,0,0,0,,0,80,55,530,9.64,4,2,,4,,,77,132.0,135.0,104.5,,12,
144,Chris Henry\HenrCh00,CIN,WR,22,14,5,0,0,0,0,0,0,0,,0,50,31,422,13.61,6,2,1,6,,,76,107.2,111.2,91.7,,52,
145,Mike McMahon\McMaMi00,PHI,QB,26,9,7,94,207,1158,5,8,34,118,3.47,3,0,0,0,,0,8,2,3,,,76,76.1,92.1,84.1,,36,
146,Corey Bradford\BradCo00,HOU,WR,30,16,6,0,0,0,0,0,1,-2,-2.00,0,66,34,436,12.82,5,0,,5,1,,75,109.4,112.4,92.4,,53,
147,Mike Alstott\AlstMi00,TAM,RB,32,16,7,0,0,0,0,0,34,80,2.35,6,38,25,222,8.88,1,0,,7,1,,74,99.2,102.2,86.7,,45,
148,Doug Gabriel\GabrDo00,OAK,WR,25,14,2,0,0,0,0,0,1,5,5.00,0,72,37,554,14.97,3,0,,3,,,74,110.9,113.9,92.4,,54,
149,Jonathan Wells\WellJo00,HOU,RB,26,15,6,0,0,0,0,0,90,325,3.61,4,27,22,179,8.14,0,1,,4,,,74,96.4,102.4,85.4,,44,
150,Anthony Wright\WrigAn00,BAL,QB,29,9,7,164,266,1582,6,9,18,68,3.78,0,0,0,0,,0,5,1,0,,,74,74.1,87.1,83.1,,37,
151,Dallas Clark\ClarDa00,IND,TE,26,15,14,0,0,0,0,0,0,0,,0,52,37,488,13.19,4,0,,4,,,73,109.8,112.8,91.3,,13,
152,Isaac Bruce\BrucIs00,STL,WR,33,11,10,0,0,0,0,0,0,0,,0,71,36,525,14.58,3,0,,3,,,71,106.5,109.5,88.5,,55,
153,Chris Perry\PerrCh00,CIN,RB,24,14,2,0,0,0,0,0,61,279,4.57,0,62,51,328,6.43,2,2,1,2,,,71,121.7,128.7,96.2,,47,
154,Artose Pinner\PinnAr00,DET,RB,27,16,2,0,0,0,0,0,106,349,3.29,3,25,21,181,8.62,0,0,,3,,,71,92.0,98.0,81.5,,46,
