,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
23,Vincent Jackson*\JackVi00,SDG,WR,26,15,15,0,0,0,0,0,3,11,3.67,0,108,68,1167,17.16,9,0,,9,,,172,239.8,242.8,205.8,62,10,23
24,Steve Smith*\SmitSt02,NYG,WR,24,16,15,0,0,0,0,0,0,0,,0,157,107,1220,11.40,7,0,,7,,,164,271.0,274.0,217.5,54,11,24
25,Wes Welker*+\WelkWe00,NWE,WR,28,14,13,0,0,0,0,0,5,36,7.20,0,162,123,1348,10.96,4,2,,4,,,162,285.4,288.4,223.9,53,12,25
26,Brett Favre *\FavrBr00,MIN,QB,40,16,16,363,531,4202,33,7,9,7,0.78,0,1,1,-2,-2.00,0,2,3,0,,,281,281.6,294.6,288.1,53,3,26
27,Matt Schaub*\SchaMa00,HOU,QB,28,16,16,396,583,4770,29,15,48,57,1.19,0,0,0,0,,0,3,2,0,,1,281,280.5,300.5,295.5,53,4,27
28,Joseph Addai\AddaJo00,IND,RB,26,15,15,1,1,22,1,0,219,828,3.78,10,63,51,336,6.59,3,1,1,13,,,197,248.3,255.3,222.8,51,9,28
29,Peyton Manning *+\MannPe00,IND,QB,33,16,16,393,571,4500,33,16,19,-13,-0.68,0,0,0,0,,0,2,,0,,,279,278.7,297.7,294.7,51,5,29
30,Marques Colston\ColsMa00,NOR,WR,26,16,14,0,0,0,0,0,1,6,6.00,0,107,70,1074,15.34,9,2,1,9,,,160,230.0,234.0,195.0,50,13,30
31,Chad Johnson *\JohnCh01,CIN,WR,31,16,15,0,0,0,0,0,3,32,10.67,0,128,72,1047,14.54,9,2,2,9,,,158,229.9,234.9,193.9,48,14,31
32,Steven Jackson*\JackSt00,STL,RB,26,15,15,0,0,0,0,0,324,1416,4.37,4,75,51,322,6.31,0,2,2,4,,,194,244.8,252.8,219.3,48,10,32
33,Brent Celek\CeleBr00,PHI,TE,24,16,15,0,0,0,0,0,0,0,,0,112,76,971,12.78,8,0,,8,,,145,221.1,224.1,183.1,47,4,33
34,Tony Romo *\RomoTo00,DAL,QB,29,16,16,347,550,4483,26,9,35,105,3.00,1,0,0,0,,0,6,4,1,,,274,273.8,292.8,282.8,46,6,34
35,Santonio Holmes\HolmSa00,PIT,WR,25,16,16,0,1,0,0,0,3,6,2.00,0,138,79,1248,15.80,5,0,,5,,,155,234.4,237.4,194.9,46,15,35
36,Jamaal Charles\CharJa00,KAN,RB,23,15,10,0,0,0,0,0,190,1120,5.89,7,55,40,297,7.43,1,4,3,9,1,,192,231.7,240.7,211.7,46,11,36
37,Jonathan Stewart\StewJo00,CAR,RB,22,16,3,0,0,0,0,0,221,1133,5.13,10,26,18,139,7.72,1,3,2,11,,,189,207.2,215.2,198.2,43,12,37
38,Tom Brady *\BradTo00,NWE,QB,32,16,16,371,565,4398,28,13,29,44,1.52,1,0,0,0,,0,4,2,1,,1,270,270.3,288.3,283.3,42,7,38
39,Philip Rivers*\RivePh00,SDG,QB,28,16,16,317,486,4254,28,9,26,50,1.92,1,0,0,0,,0,6,3,1,,,269,269.2,284.2,278.2,41,8,39
40,Hines Ward\WardHi00,PIT,WR,33,16,16,0,0,0,0,0,0,0,,0,137,95,1167,12.28,6,2,1,6,,,151,245.7,249.7,198.2,41,16,40
41,Ben Roethlisberger\RoetBe00,PIT,QB,27,15,15,337,506,4328,26,12,40,82,2.05,2,0,0,0,,0,7,3,2,,,267,267.3,285.3,279.3,39,9,41
42,Derrick Mason\MasoDe00,BAL,WR,35,16,16,0,0,0,0,0,1,2,2.00,0,134,73,1028,14.08,7,0,,7,,,145,218.0,221.0,181.5,35,17,42
43,Steve Smith\SmitSt01,CAR,WR,30,15,15,0,0,0,0,0,5,22,4.40,0,129,65,982,15.11,7,1,,7,1,,144,209.4,212.4,176.9,35,18,43
44,Rashard Mendenhall\MendRa00,PIT,RB,22,16,12,0,0,0,0,0,242,1108,4.58,7,32,25,261,10.44,1,3,3,8,,,179,203.9,212.9,191.4,33,13,44
45,Donald Driver\DrivDo00,GNB,WR,34,16,16,0,0,0,0,0,1,13,13.00,0,113,70,1061,15.16,6,2,1,6,,,141,211.4,215.4,176.4,32,19,45
46,Percy Harvin*\HarvPe00,MIN,WR,21,15,8,0,0,0,0,0,15,135,9.00,0,91,60,790,13.17,6,1,,8,,,141,200.5,206.5,170.5,31,20,46
47,Greg Jennings\JennGr00,GNB,WR,26,16,13,0,0,0,0,0,0,0,,0,119,68,1113,16.37,4,0,,4,2,,139,207.3,210.3,173.3,30,21,47
48,DeAngelo Williams*\WillDe02,CAR,RB,26,13,13,0,0,0,0,0,216,1117,5.17,7,41,29,252,8.69,0,3,3,7,1,,175,203.9,212.9,189.4,29,14,48
49,Robert Meachem\MeacRo00,NOR,WR,25,16,7,0,0,0,0,0,6,82,13.67,0,64,45,722,16.04,9,2,1,10,,,138,183.4,187.4,160.9,29,22,49
50,Cedric Benson\BensCe00,CIN,RB,27,13,13,0,0,0,0,0,301,1251,4.16,6,24,17,111,6.53,0,1,,6,,,172,189.2,195.2,180.7,26,15,50
51,Tony Gonzalez\GonzTo00,ATL,TE,33,16,16,0,0,0,0,0,0,0,,0,134,83,867,10.45,6,0,,6,,,123,205.7,208.7,164.2,24,5,51
52,Visanthe Shiancoe\ShiaVi00,MIN,TE,29,16,13,0,0,0,0,0,0,0,,0,79,56,566,10.11,11,0,,11,,,123,178.6,181.6,150.6,24,6,52
53,Fred Jackson\JackFr02,BUF,RB,28,16,11,1,1,27,1,0,237,1062,4.48,2,61,46,371,8.07,2,4,2,4,,,168,214.4,222.4,191.4,22,16,53
54,Calvin Johnson\JohnCa00,DET,WR,24,14,14,0,0,0,0,0,7,73,10.43,0,137,67,984,14.69,5,3,2,5,,,132,198.7,203.7,165.2,22,23,54
55,Kellen Winslow\WinsKe01,TAM,TE,26,16,14,0,0,0,0,0,1,7,7.00,0,127,77,884,11.48,5,0,,5,,,119,196.1,199.1,157.6,21,7,55
56,Anquan Boldin\BoldAn00,ARI,WR,29,15,15,0,0,0,0,0,3,12,4.00,1,127,84,1024,12.19,4,3,2,5,,,130,213.6,218.6,171.6,20,24,56
57,Mike Sims-Walker\WalkMi01,JAX,WR,25,15,14,0,0,0,0,0,0,0,,0,111,63,869,13.79,7,2,1,7,,,127,189.9,193.9,158.4,17,25,57
58,Jason Witten*\WittJa00,DAL,TE,27,16,16,0,0,0,0,0,0,0,,0,124,94,1030,10.96,2,0,,2,,,115,209.0,212.0,162.0,17,8,58
59,Heath Miller*\MillHe00,PIT,TE,27,16,16,0,0,0,0,0,0,0,,0,98,76,789,10.38,6,2,,6,,,115,190.9,193.9,152.9,16,9,59
60,Knowshon Moreno\MoreKn00,DEN,RB,22,16,9,0,0,0,0,0,247,947,3.83,7,41,28,213,7.61,2,4,4,9,,,162,190.0,200.0,176.0,16,17,60
61,Terrell Owens\OwenTe00,BUF,WR,36,16,16,0,0,0,0,0,6,54,9.00,1,109,55,829,15.07,5,1,,6,,,124,179.3,182.3,151.8,15,26,61
62,Matt Forte\FortMa00,CHI,RB,24,16,16,0,0,0,0,0,258,929,3.60,4,72,57,471,8.26,0,6,3,4,1,,160,217.0,226.0,188.5,14,18,62
63,Greg Olsen\OlseGr00,CHI,TE,24,16,15,0,0,0,0,0,0,0,,0,108,60,612,10.20,8,0,,8,,,109,169.2,172.2,139.2,11,10,63
64,LaDainian Tomlinson\TomlLa00,SDG,RB,30,14,14,0,1,0,0,0,223,730,3.27,12,30,20,154,7.70,0,2,2,12,,,156,176.4,184.4,166.4,10,19,64
65,Pierre Thomas\ThomPi00,NOR,RB,25,14,6,0,0,0,0,0,147,793,5.39,6,45,39,302,7.74,2,2,1,8,,,156,194.5,201.5,175.0,10,20,65
66,Donovan McNabb*\McNaDo00,PHI,QB,33,14,14,267,443,3553,22,10,37,140,3.78,2,1,1,1,1.00,0,10,2,2,,2,236,237.2,255.2,246.7,8,10,66
67,Marion Barber III\BarbMa01,DAL,RB,26,15,15,0,0,0,0,0,214,932,4.36,7,36,26,221,8.50,0,2,2,7,,,153,179.3,187.3,166.3,7,21,67
68,Hakeem Nicks\NickHa01,NYG,WR,21,14,6,0,0,0,0,0,2,8,4.00,0,74,47,790,16.81,6,2,,6,,,116,162.8,165.8,139.3,6,27,68
69,Mike Wallace\WallMi00,PIT,WR,23,16,4,0,0,0,0,0,5,48,9.60,0,72,39,756,19.38,6,1,1,6,,,114,153.4,157.4,133.9,5,28,69
70,Eli Manning\MannEl00,NYG,QB,28,16,16,317,509,4021,27,14,17,65,3.82,0,0,0,0,,0,13,8,0,,,231,231.3,256.3,245.3,3,11,70
71,John Carlson\CarlJo00,SEA,TE,25,16,16,0,0,0,0,0,0,0,,0,83,51,574,11.25,7,0,,7,,,99,150.4,153.4,124.9,1,11,71
72,Michael Turner\TurnMi00,ATL,RB,27,11,11,0,0,0,0,0,178,871,4.89,10,7,5,35,7.00,0,4,2,10,,,147,151.6,156.6,149.1,1,22,72
73,Mario Manningham\MannMa01,NYG,WR,23,14,10,0,0,0,0,0,0,0,,0,99,57,822,14.42,5,1,1,5,,,110,167.2,171.2,138.7,1,29,73
74,Jerome Harrison\HarrJe00,CLE,RB,26,14,7,0,0,0,0,0,194,862,4.44,5,50,34,220,6.47,2,2,2,7,,,146,180.2,188.2,163.2,,23,74
75,Zach Miller\MillZa01,OAK,TE,24,15,15,0,0,0,0,0,0,0,,0,99,66,805,12.20,3,0,,3,,,99,164.5,167.5,131.5,,12,75
76,Austin Collie\CollAu00,IND,WR,24,16,5,0,0,0,0,0,2,1,0.50,0,89,60,676,11.27,7,0,,7,,,110,169.7,172.7,139.7,,30,76
77,Cadillac Williams\WillCa02,TAM,RB,27,16,15,0,0,0,0,0,211,823,3.90,4,39,28,217,7.75,3,1,,7,,,146,174.0,180.0,160.0,,24,77
78,Jay Cutler\CutlJa00,CHI,QB,26,16,16,336,555,3666,27,26,40,173,4.33,1,0,0,0,,0,9,1,1,,2,228,227.9,260.9,253.9,,12,78
79,David Garrard*\GarrDa00,JAX,QB,31,16,16,314,516,3597,15,10,77,323,4.19,3,0,0,0,,0,14,8,3,1,,220,220.2,244.2,230.2,,13,
80,Jason Campbell\CampJa00,WAS,QB,28,16,16,327,507,3618,20,15,46,236,5.13,1,0,0,0,,0,13,4,1,,,216,216.3,241.3,231.3,,14,
81,Kyle Orton\OrtoKy00,DEN,QB,27,16,15,336,541,3802,21,12,24,71,2.96,0,0,0,0,,0,4,2,0,,,215,215.2,232.2,227.2,,15,
82,Kurt Warner\WarnKu00,ARI,QB,38,15,15,339,513,3753,26,14,21,10,0.48,0,0,0,0,,0,11,6,0,,,215,215.1,238.1,229.1,,16,
83,Carson Palmer\PalmCa00,CIN,QB,30,16,16,282,466,3094,21,13,39,93,2.38,3,0,0,0,,0,6,1,3,1,1,211,211.1,228.1,224.1,,17,
84,Joe Flacco\FlacJo00,BAL,QB,24,16,16,315,499,3613,21,12,35,56,1.60,0,0,0,0,,0,8,2,0,,,206,206.1,223.1,218.1,,18,
85,Matt Ryan\RyanMa00,ATL,QB,24,14,14,263,451,2916,22,14,30,49,1.63,1,0,0,0,,0,5,2,1,,,184,183.5,202.5,197.5,,19,
86,Matt Cassel\CassMa00,KAN,QB,27,15,15,271,493,2924,16,16,50,189,3.78,0,1,0,0,,0,14,4,0,,1,162,161.9,187.9,177.9,,20,
87,Matt Hasselbeck\HassMa00,SEA,QB,34,14,14,293,488,3029,17,17,26,119,4.58,0,0,0,0,,0,11,3,0,,,161,161.1,187.1,178.1,,21,
88,Willis McGahee\McGaWi00,BAL,RB,28,16,1,0,0,0,0,0,109,544,4.99,12,22,15,85,5.67,2,1,1,14,,,145,159.9,163.9,152.4,,25,
89,Alex Smith\SmitAl03,SFO,QB,25,11,10,225,372,2350,18,12,24,51,2.13,0,1,1,-6,-6.00,0,3,1,0,,,145,145.5,161.5,157.0,,22,
90,Chad Henne\HennCh01,MIA,QB,24,14,13,274,451,2878,12,14,16,32,2.00,1,0,0,0,,0,4,,1,,,144,144.3,161.3,158.3,,23,
91,Tim Hightower\HighTi00,ARI,RB,23,16,16,0,0,0,0,0,143,598,4.18,8,80,63,428,6.79,0,5,4,8,,,143,205.6,215.6,174.1,,26,
92,Kevin Smith\SmitKe02,DET,RB,23,13,13,0,0,0,0,0,217,747,3.44,4,57,41,415,10.12,1,3,2,5,,,142,183.2,191.2,162.7,,27,
93,Ahmad Bradshaw\BradAh00,NYG,RB,23,15,1,0,0,0,0,0,163,778,4.77,7,30,21,207,9.86,0,3,2,7,,,137,157.5,165.5,147.0,,28,
94,Vince Young*\YounVi00,TEN,QB,26,12,10,152,259,1879,10,7,55,281,5.11,2,0,0,0,,0,8,2,2,,,137,137.3,152.3,144.3,,24,
95,Brandon Jacobs\JacoBr00,NYG,RB,27,15,15,0,0,0,0,0,224,835,3.73,5,31,18,184,10.22,1,2,1,6,,,136,153.9,160.9,144.9,,29,
96,Laurence Maroney\MaroLa00,NWE,RB,24,15,5,0,0,0,0,0,194,757,3.90,9,18,14,99,7.07,0,4,3,9,,,134,147.6,153.6,140.6,,30,
97,Mark Sanchez\SancMa00,NYJ,QB,23,15,15,196,364,2444,12,20,36,106,2.94,3,0,0,0,,0,10,3,3,,2,132,132.4,161.4,152.4,,25,
98,Beanie Wells\WellCh00,ARI,RB,21,16,0,0,0,0,0,0,176,793,4.51,7,16,12,143,11.92,0,4,2,7,,,132,143.6,151.6,137.6,,31,
99,Ronnie Brown\BrowRo05,MIA,RB,28,9,9,2,6,22,1,0,147,648,4.41,8,20,14,98,7.00,0,1,1,8,,,125,139.5,143.5,132.5,,32,
100,Justin Forsett\ForsJu00,SEA,RB,24,16,2,0,0,0,0,0,114,619,5.43,4,57,41,350,8.54,1,4,1,5,,,125,165.9,172.9,145.4,,33,
101,Matthew Stafford\StafMa00,DET,QB,21,10,10,201,377,2267,13,20,20,108,5.40,2,0,0,0,,0,4,1,2,,1,125,125.5,152.5,145.5,,26,
102,LeSean McCoy\McCoLe01,PHI,RB,21,16,4,0,0,0,0,0,155,637,4.11,4,55,40,308,7.70,0,2,1,4,1,,119,158.5,165.5,138.5,,34,
103,Reggie Bush\BushRe00,NOR,RB,24,14,8,0,0,0,0,0,70,390,5.57,5,68,47,335,7.13,3,4,2,8,,,117,163.5,171.5,140.0,,36,
104,Steve Slaton\SlatSt00,HOU,RB,23,11,10,0,0,0,0,0,131,437,3.34,3,55,44,417,9.48,4,7,5,7,,,117,161.4,172.4,139.4,,35,
105,Jason Snelling\SnelJa00,ATL,RB,26,14,2,0,0,0,0,0,142,613,4.32,4,39,30,259,8.63,1,2,1,5,,,115,145.2,152.2,130.2,,37,
106,Julius Jones\JoneJu01,SEA,RB,28,14,14,0,0,0,0,0,177,663,3.75,2,43,35,232,6.63,2,0,,4,,,114,148.5,154.5,131.0,,38,
107,Jerricho Cotchery\CotcJe00,NYJ,WR,27,14,12,0,0,0,0,0,2,7,3.50,1,96,57,821,14.40,3,1,,4,,,107,163.8,166.8,135.3,,33,
108,T.J. Houshmandzadeh\HousTJ00,SEA,WR,32,16,16,0,0,0,0,0,0,0,,0,135,79,911,11.53,3,2,1,3,,,107,186.1,190.1,146.6,,31,
109,Santana Moss\MossSa00,WAS,WR,30,16,16,0,0,0,0,0,2,8,4.00,0,120,70,902,12.89,3,2,1,3,,,107,177.0,181.0,142.0,,32,
110,Patrick Crayton\CrayPa00,DAL,WR,30,16,6,0,0,0,0,0,4,28,7.00,0,67,37,622,16.81,5,4,1,7,,,105,142.0,146.0,123.5,,34,
111,Chris Chambers\ChamCh00,2TM,WR,31,16,14,0,0,0,0,0,0,0,,0,92,45,730,16.22,5,0,,5,,,103,148.0,151.0,125.5,,36,
112,Lee Evans\EvanLe00,BUF,WR,28,16,16,0,0,0,0,0,0,0,,0,96,44,612,13.91,7,0,,7,,,103,147.2,150.2,125.2,,35,
113,Pierre Garcon\GarcPi00,IND,WR,23,14,13,0,0,0,0,0,2,10,5.00,0,92,47,765,16.28,4,1,,4,,,102,148.5,151.5,125.0,,37,
114,Jeremy Maclin\MaclJe00,PHI,WR,21,15,13,0,0,0,0,0,2,-7,-3.50,0,91,56,773,13.80,4,0,,4,,,101,156.6,159.6,128.6,,38,
115,Roy Williams\WillRo04,DAL,WR,28,15,13,0,0,0,0,0,0,0,,0,86,38,596,15.68,7,1,1,7,,,100,137.6,141.6,118.6,,39,
116,Nate Burleson\BurlNa00,SEA,WR,28,13,12,0,0,0,0,0,2,4,2.00,0,103,63,812,12.89,3,3,2,3,,,96,158.6,163.6,127.1,,40,
117,Jermichael Finley\FinlJe00,GNB,TE,22,13,10,0,0,0,0,0,0,0,,0,72,55,676,12.29,5,1,1,5,,,96,150.6,154.6,123.1,,13,
118,Josh Freeman\FreeJo00,TAM,QB,21,10,9,158,290,1855,10,18,30,161,5.37,0,1,0,1,,0,10,1,0,1,1,96,96.4,121.4,114.4,,27,
119,Todd Heap\HeapTo00,BAL,TE,29,16,16,0,0,0,0,0,1,2,2.00,0,75,53,593,11.19,6,1,,6,,,96,148.5,151.5,122.0,,14,
120,Devery Henderson\HendDe00,NOR,WR,27,16,11,0,0,0,0,0,4,13,3.25,0,83,51,804,15.76,2,0,,2,,,94,144.7,147.7,119.2,,42,
121,Felix Jones\JoneFe00,DAL,RB,22,14,1,0,0,0,0,0,116,685,5.91,3,22,19,119,6.26,0,3,2,3,,,94,113.4,121.4,103.9,,39,
122,Nate Washington\WashNa00,TEN,WR,26,16,15,0,0,0,0,0,2,15,7.50,0,95,47,569,12.11,6,1,,6,,,94,141.4,144.4,117.9,,41,
123,Mike Bell\BellMi00,NOR,RB,26,13,3,0,0,0,0,0,172,654,3.80,5,4,4,12,3.00,0,2,2,5,,,93,96.6,101.6,94.6,,40,
124,Earl Bennett\BennEa00,CHI,WR,22,16,15,0,0,0,0,0,0,0,,0,88,54,717,13.28,2,2,,3,1,,92,145.7,148.7,118.7,,44,
125,Steve Breaston\BreaSt00,ARI,WR,26,15,6,0,0,0,0,0,2,44,22.00,0,82,55,712,12.95,3,2,1,3,,,92,146.6,150.6,119.1,,46,
126,Braylon Edwards\EdwaBr00,2TM,WR,26,16,15,0,1,0,0,0,0,0,,0,95,45,680,15.11,4,1,1,4,1,,92,137.0,141.0,114.5,,43,
127,Devin Hester\HestDe99,CHI,WR,27,13,12,0,0,0,0,0,6,-1,-0.17,0,91,57,757,13.28,3,3,1,3,,,92,148.6,152.6,120.1,,45,
128,Correll Buckhalter\BuckCo00,DEN,RB,31,14,7,0,0,0,0,0,120,642,5.35,1,38,31,240,7.74,0,3,2,1,,,90,121.2,129.2,105.7,,41,
129,Ryan Fitzpatrick\FitzRy00,BUF,QB,27,10,8,127,227,1422,9,10,31,141,4.55,1,0,0,0,,0,3,2,1,,,89,89.0,107.0,99.0,,28,
130,Donnie Avery\AverDo00,STL,WR,25,16,16,0,0,0,0,0,4,30,7.50,0,97,47,589,12.53,5,2,2,5,,,88,134.9,139.9,111.4,,47,
131,Kevin Boss\BossKe00,NYG,TE,25,15,15,0,0,0,0,0,1,16,16.00,0,69,42,567,13.50,5,0,,5,,,88,130.3,133.3,109.3,,15,
132,Jacoby Jones\JoneJa03,HOU,WR,25,14,1,0,0,0,0,0,3,22,7.33,0,40,27,437,16.19,6,2,,7,,,88,114.9,117.9,101.4,,48,
133,Fred Davis\DaviFr01,WAS,TE,23,16,10,0,0,0,0,0,0,0,,0,76,48,509,10.60,6,0,,6,,,87,134.9,137.9,110.9,,16,
134,Bernard Berrian\BerrBe00,MIN,WR,29,16,15,0,0,0,0,0,0,0,,0,92,55,618,11.24,4,0,,4,,,86,140.8,143.8,113.3,,50,
135,Kenny Britt\BritKe00,TEN,WR,21,16,6,0,0,0,0,0,0,0,,0,75,42,701,16.69,3,1,1,3,,,86,128.1,132.1,107.1,,49,
136,Jabar Gaffney\GaffJa00,DEN,WR,29,16,7,0,0,0,0,0,0,0,,0,87,54,732,13.56,2,0,,2,,,85,139.2,142.2,112.2,,51,
137,Johnny Knox*\KnoxJo00,CHI,WR,23,15,0,0,0,0,0,0,0,0,,0,80,45,527,11.71,5,3,2,6,,,85,129.7,134.7,107.2,,52,
138,Chester Taylor\TaylCh01,MIN,RB,30,16,0,0,0,0,0,0,94,338,3.60,1,59,44,389,8.84,1,2,,2,,,85,128.7,134.7,106.7,,42,
139,Antonio Bryant\BryaAn00,TAM,WR,28,13,11,0,0,0,0,0,0,0,,0,86,39,600,15.38,4,0,,4,,,84,123.0,126.0,103.5,,53,
140,Malcom Floyd\FloyMa00,SDG,WR,28,16,9,0,0,0,0,0,0,0,,0,76,45,776,17.24,1,0,,1,,,84,128.6,131.6,106.1,,54,
141,Davone Bess\BessDa00,MIA,WR,24,16,2,0,0,0,0,0,2,11,5.50,0,113,76,758,9.97,2,6,3,2,,,83,158.9,164.9,120.9,,55,
142,Dwayne Bowe\BoweDw00,KAN,WR,25,11,9,0,0,0,0,0,0,0,,0,87,47,589,12.53,4,1,,4,,,83,129.9,132.9,106.4,,56,
143,Michael Bush\BushMi00,OAK,RB,25,16,7,0,1,0,0,0,123,589,4.79,3,19,17,105,6.18,0,2,2,3,,,83,100.4,108.4,91.9,,43,
144,Brady Quinn\QuinBr00,CLE,QB,25,10,9,136,256,1339,8,7,20,98,4.90,1,1,1,18,18.00,0,4,3,1,,,83,84.2,97.2,90.7,,29,
145,Laveranues Coles\ColeLa00,CIN,WR,32,16,13,0,0,0,0,0,2,10,5.00,0,77,43,514,11.95,5,0,,5,,,82,125.4,128.4,103.9,,57,
146,Josh Cribbs*+\CribJo01,CLE,WR,26,16,12,1,4,18,0,1,55,381,6.93,1,37,20,135,6.75,1,6,2,6,,,82,102.3,111.3,93.3,,58,
147,Owen Daniels\DaniOw00,HOU,TE,27,8,8,0,0,0,0,0,0,0,,0,58,40,519,12.98,5,1,,5,,,82,121.9,124.9,101.9,,17,
148,Kevin Faulk\FaulKe00,NWE,RB,33,15,7,0,0,0,0,0,62,335,5.40,2,53,37,301,8.14,1,1,1,3,,,80,116.6,123.6,98.1,,44,
149,Jason Avant\AvanJa00,PHI,WR,26,16,9,0,0,0,0,0,0,0,,0,58,41,587,14.32,3,1,,3,1,,79,119.7,122.7,99.2,,60,
150,Jake Delhomme\DelhJa00,CAR,QB,34,11,11,178,321,2015,8,18,17,60,3.53,0,0,0,0,,0,6,3,0,,1,79,78.6,102.6,96.6,,30,
151,Louis Murphy\MurpLo00,OAK,WR,22,16,9,0,0,0,0,0,6,31,5.17,0,96,34,521,15.32,4,0,,4,,,79,113.2,116.2,96.2,,59,
152,Justin Fargas\FargJu00,OAK,RB,29,12,4,0,0,0,0,0,129,491,3.81,3,21,17,113,6.65,0,1,,3,,,78,95.4,101.4,86.9,,45,
153,Brian Hartline\HartBr00,MIA,WR,23,16,2,0,0,0,0,0,4,29,7.25,1,56,31,506,16.32,3,0,,4,,,78,108.5,111.5,93.0,,62,
