,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
15,Ray Rice\RiceRa00,BAL,RB,23,16,14,0,0,0,0,0,307,1220,3.97,5,83,63,556,8.83,1,0,,6,,,214,276.6,282.6,245.1,78,11,15
16,Michael Turner*\TurnMi00,ATL,RB,28,16,15,0,0,0,0,0,334,1371,4.10,12,20,12,85,7.08,0,2,2,12,,,214,225.6,230.6,219.6,78,9,16
17,Aaron Rodgers\RodgAa00,GNB,QB,27,15,15,312,475,3922,28,11,64,356,5.56,4,0,0,0,,0,4,1,4,,,304,304.5,322.5,315.5,75,2,17
18,Mike Wallace\WallMi00,PIT,WR,24,16,16,0,0,0,0,0,5,39,7.80,0,98,60,1257,20.95,10,1,,10,,,190,249.6,252.6,219.6,72,5,18
19,Calvin Johnson *\JohnCa00,DET,WR,25,15,15,0,0,0,0,0,4,32,8.00,0,137,77,1120,14.55,12,1,,12,1,,189,266.2,269.2,227.7,71,6,19
20,Tom Brady *+\BradTo00,NWE,QB,33,16,16,324,492,3900,36,4,31,30,0.97,1,0,0,0,,0,3,1,1,,,299,299.0,307.0,303.0,70,3,20
21,Maurice Jones-Drew*\DrewMa00,JAX,RB,25,14,14,0,1,0,0,1,299,1324,4.43,5,44,34,317,9.32,2,2,2,7,,,200,234.1,243.1,218.1,64,12,21
22,Steven Jackson*\JackSt00,STL,RB,27,16,16,0,0,0,0,0,330,1241,3.76,6,62,46,383,8.33,0,1,1,6,,,196,242.4,249.4,219.4,61,13,22
23,Jason Witten*+\WittJa00,DAL,TE,28,16,16,0,0,0,0,0,0,0,,0,128,94,1002,10.66,9,1,1,9,1,,154,248.2,252.2,201.2,58,1,23
24,Ahmad Bradshaw\BradAh00,NYG,RB,24,16,11,0,0,0,0,0,276,1235,4.47,8,58,47,314,6.68,0,7,6,8,1,,193,239.9,251.9,216.4,57,14,24
25,Peyton Manning *\MannPe00,IND,QB,34,16,16,450,679,4700,33,17,18,18,1.00,0,0,0,0,,0,3,1,0,,,286,285.8,306.8,302.8,57,4,25
26,Hakeem Nicks\NickHa01,NYG,WR,22,13,12,0,0,0,0,0,0,0,,0,128,79,1052,13.32,11,1,,11,,,171,250.2,253.2,210.7,53,7,26
27,Andre Johnson *\JohnAn02,HOU,WR,29,13,13,0,0,0,0,0,2,10,5.00,0,138,86,1216,14.14,8,1,,8,,,171,256.6,259.6,213.6,53,8,27
28,Philip Rivers*\RivePh00,SDG,QB,29,16,16,357,541,4710,30,13,29,52,1.79,0,0,0,0,,0,7,4,0,,1,282,281.6,301.6,294.6,53,5,28
29,Reggie Wayne*+\WaynRe00,IND,WR,32,16,16,0,0,0,0,0,0,0,,0,175,111,1355,12.21,6,1,1,6,,,170,280.5,284.5,225.0,52,9,29
30,BenJarvus Green-Ellis\GreeBe00,NWE,RB,25,16,11,0,0,0,0,0,229,1008,4.40,13,16,12,85,7.08,0,0,,13,,,187,199.3,202.3,193.3,52,15,30
31,Steve Johnson\JohnSt00,BUF,WR,24,16,13,0,0,0,0,0,0,0,,0,141,82,1073,13.09,10,1,1,10,,,165,247.3,251.3,206.3,48,10,31
32,DeSean Jackson*\JackDe00,PHI,WR,24,14,14,0,0,0,0,0,16,104,6.50,1,95,47,1056,22.47,6,4,1,8,,,162,209.0,216.0,185.5,44,11,32
33,Antonio Gates*\GateAn00,SDG,TE,30,10,10,0,0,0,0,0,0,0,,0,65,50,782,15.64,10,0,,10,,,138,188.2,191.2,163.2,42,2,33
34,Miles Austin*\AustMi00,DAL,WR,26,16,16,0,0,0,0,0,7,93,13.29,1,119,69,1041,15.09,7,1,1,8,,,159,228.4,232.4,193.9,42,12,34
35,Mike Williams\WillMi04,TAM,WR,23,16,16,0,0,0,0,0,0,0,,0,129,65,964,14.83,11,3,2,11,,,158,223.4,228.4,190.9,41,13,35
36,Jeremy Maclin\MaclJe00,PHI,WR,22,16,16,0,0,0,0,0,3,36,12.00,0,115,70,964,13.77,10,1,1,10,,,158,228.0,232.0,193.0,40,14,36
37,Drew Brees*\BreeDr00,NOR,QB,31,16,16,448,658,4620,33,22,18,-3,-0.17,0,1,1,7,7.00,0,9,2,0,,,269,270.2,297.2,291.7,40,6,37
38,Vernon Davis\DaviVe00,SFO,TE,26,16,16,0,0,0,0,0,0,0,,0,93,56,914,16.32,7,0,,7,1,,135,191.4,194.4,163.4,39,3,38
39,Terrell Owens\OwenTe00,CIN,WR,37,14,11,0,0,0,0,0,0,0,,0,139,72,983,13.65,9,0,,9,,,152,224.3,227.3,188.3,35,15,39
40,Larry Fitzgerald*\FitzLa00,ARI,WR,27,16,15,0,0,0,0,0,0,0,,0,173,90,1137,12.63,6,0,,6,1,,152,241.7,244.7,196.7,34,16,40
41,Cedric Benson\BensCe00,CIN,RB,28,16,16,0,0,0,0,0,321,1111,3.46,7,37,28,178,6.36,1,7,5,8,1,,169,196.9,207.9,182.9,33,16,41
42,Marcedes Lewis*\LewiMa00,JAX,TE,26,16,16,0,0,0,0,0,0,0,,0,89,58,700,12.07,10,2,2,10,,,126,184.0,189.0,155.0,30,4,42
43,Josh Freeman\FreeJo00,TAM,QB,22,16,16,291,474,3451,25,6,68,364,5.35,0,0,0,0,,0,7,3,0,1,,258,258.4,273.4,264.4,29,7,43
44,Mario Manningham\MannMa01,NYG,WR,24,16,8,0,0,0,0,0,1,2,2.00,0,93,60,944,15.73,9,1,1,9,,,147,206.6,210.6,176.6,29,17,44
45,LaDainian Tomlinson\TomlLa00,NYJ,RB,31,15,13,0,0,0,0,0,219,914,4.17,6,79,52,368,7.08,0,3,,6,,,164,216.2,222.2,190.2,28,17,45
46,Marques Colston\ColsMa00,NOR,WR,27,15,11,0,0,0,0,0,1,1,1.00,0,131,84,1023,12.18,7,0,,7,,,144,228.4,231.4,186.4,27,18,46
47,Santana Moss\MossSa00,WAS,WR,31,16,16,0,0,0,0,0,5,-6,-1.20,0,145,93,1115,11.99,6,3,2,6,,,143,235.9,240.9,189.4,25,19,47
48,Knowshon Moreno\MoreKn00,DEN,RB,23,13,13,0,0,0,0,0,182,779,4.28,5,48,37,372,10.05,3,3,2,8,,,159,196.1,204.1,177.6,23,18,48
49,Percy Harvin\HarvPe00,MIN,WR,22,14,13,0,0,0,0,0,18,107,5.94,1,109,71,868,12.23,5,1,1,7,1,,140,210.5,217.5,175.0,22,20,49
50,Matt Ryan*\RyanMa00,ATL,QB,25,16,16,357,571,3705,28,9,46,122,2.65,0,0,0,0,,0,4,4,0,,2,250,250.4,269.4,259.4,21,8,50
51,Mike Tolbert\TolbMi00,SDG,RB,25,15,4,0,0,0,0,0,182,735,4.04,11,29,25,216,8.64,0,5,3,11,1,,157,182.1,191.1,169.6,21,19,51
52,Frank Gore\GoreFr00,SFO,RB,27,11,11,0,0,0,0,0,203,853,4.20,3,72,46,452,9.83,2,4,2,5,,,157,202.5,210.5,179.5,21,20,52
53,Matt Schaub\SchaMa00,HOU,QB,29,16,16,365,574,4370,24,12,22,28,1.27,0,0,0,0,,0,9,3,0,,1,246,245.6,263.6,257.6,17,9,53
54,Rob Gronkowski\GronRo00,NWE,TE,21,16,11,0,0,0,0,0,0,0,,0,59,42,546,13.00,10,1,1,10,,,113,154.6,158.6,133.6,16,5,54
55,Fred Jackson\JackFr02,BUF,RB,29,16,13,0,0,0,0,0,222,927,4.18,5,54,31,215,6.94,2,5,2,7,,,152,183.2,191.2,167.7,16,21,55
56,Braylon Edwards\EdwaBr00,NYJ,WR,27,16,15,0,0,0,0,0,1,4,4.00,0,101,53,904,17.06,7,1,1,7,1,,133,185.8,189.8,159.3,15,21,56
57,Kenny Britt\BritKe00,TEN,WR,22,12,7,0,0,0,0,0,0,0,,0,73,42,775,18.45,9,1,1,9,1,,132,173.5,177.5,152.5,14,22,57
58,Wes Welker*\WelkWe00,NWE,WR,29,15,11,0,0,0,0,0,0,0,,0,123,86,848,9.86,7,1,,7,,,128,213.8,215.8,170.8,10,23,58
59,Danny Woodhead\WoodDa02,2TM,WR,25,15,3,0,0,0,0,0,97,547,5.64,5,44,34,379,11.15,1,1,1,6,,,127,160.6,167.6,143.6,9,24,59
60,Kellen Winslow\WinsKe01,TAM,TE,27,16,11,0,0,0,0,0,0,0,,0,98,66,730,11.06,5,1,,5,,,103,169.0,172.0,136.0,7,6,60
61,Chris Cooley\CoolCh00,WAS,TE,28,16,16,0,0,0,0,0,0,0,,0,126,77,849,11.03,3,3,1,3,1,,103,179.9,183.9,141.4,7,7,61
62,Johnny Knox\KnoxJo00,CHI,WR,24,16,16,0,0,0,0,0,1,2,2.00,0,100,51,960,18.82,5,1,1,5,,,124,175.2,179.2,149.7,6,25,62
63,Anquan Boldin\BoldAn00,BAL,WR,30,16,16,1,1,-6,0,0,2,2,1.00,0,109,64,837,13.08,7,1,1,7,,,124,187.7,191.7,155.7,6,26,63
64,Tony Gonzalez*\GonzTo00,ATL,TE,34,16,16,0,0,0,0,0,0,0,,0,108,70,656,9.37,6,0,,6,,,102,171.6,174.6,136.6,5,8,64
65,Derrick Mason\MasoDe00,BAL,WR,36,16,15,0,0,0,0,0,0,0,,0,100,61,802,13.15,7,0,,7,,,122,183.2,186.2,152.7,4,27,65
66,Mike Thomas\ThomMi01,JAX,WR,23,16,11,0,0,0,0,0,12,114,9.50,0,102,66,820,12.42,4,3,1,5,,,121,187.4,194.4,154.4,4,28,66
67,Lance Moore\MoorLa00,NOR,WR,27,16,1,0,0,0,0,0,0,0,,0,94,66,763,11.56,8,2,2,8,,,120,186.3,191.3,153.3,3,29,67
68,Dustin Keller\KellDu00,NYJ,TE,26,16,13,0,0,0,0,0,0,0,,0,100,55,687,12.49,5,0,,5,,,99,153.7,156.7,126.2,3,9,68
69,Jahvid Best\BestJa00,DET,RB,21,16,9,0,1,0,0,0,171,555,3.25,4,80,58,487,8.40,2,1,1,6,,,138,196.2,203.2,167.2,2,22,69
70,Brandon Jacobs\JacoBr00,NYG,RB,28,16,5,0,0,0,0,0,147,823,5.60,9,13,7,59,8.43,0,2,2,9,,,138,145.2,150.2,141.7,2,23,70
71,Zach Miller*\MillZa01,OAK,TE,25,15,15,0,0,0,0,0,0,0,,0,92,60,685,11.42,5,1,,5,,,99,158.5,161.5,128.5,2,10,71
72,Joe Flacco\FlacJo00,BAL,QB,25,16,16,306,489,3622,25,10,43,84,1.95,1,0,0,0,,0,9,4,1,,,231,231.3,248.3,241.3,2,10,72
73,Aaron Hernandez\HernAa00,NWE,TE,21,14,7,0,0,0,0,0,3,47,15.67,0,64,45,563,12.51,6,0,,6,,,97,142.0,145.0,119.5,1,11,73
74,Matt Cassel*\CassMa00,KAN,QB,28,15,15,262,450,3116,27,7,33,125,3.79,0,0,0,0,,0,3,1,0,,,229,229.1,243.1,236.1,,11,74
75,Eli Manning\MannEl00,NYG,QB,29,16,16,339,539,4002,31,25,32,70,2.19,0,0,0,0,,0,7,6,0,,,229,229.1,263.1,254.1,,12,75
76,Deion Branch\BranDe00,2TM,WR,31,15,12,0,0,0,0,0,0,0,,0,92,61,818,13.41,6,1,,6,,,118,178.8,181.8,148.3,,30,76
77,Marquis Johnson\JohnMa99,STL,,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,1,77
78,J.P. Foschi\FoscJo00,CIN,,28,2,1,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,2,78
79,Carson Palmer\PalmCa00,CIN,QB,31,16,16,362,586,3970,26,20,32,50,1.56,0,0,0,0,,0,7,3,0,,1,224,223.8,249.8,243.8,,13,
80,David Garrard\GarrDa00,JAX,QB,32,14,14,236,366,2734,23,15,66,279,4.23,5,0,0,0,,0,11,4,5,,,221,221.3,246.3,236.3,,14,
81,Jay Cutler\CutlJa00,CHI,QB,27,15,15,261,432,3274,23,16,50,232,4.64,1,0,0,0,,0,10,6,1,,1,210,210.2,238.2,226.2,,15,
82,Ben Roethlisberger\RoetBe00,PIT,QB,28,12,12,240,389,3200,17,5,34,176,5.18,2,0,0,0,,0,6,3,2,,,210,209.6,223.6,214.6,,16,
83,Kyle Orton\OrtoKy00,DEN,QB,28,13,13,293,498,3653,20,9,22,98,4.45,0,0,0,0,,0,4,5,0,,,208,207.9,224.9,216.9,,17,
84,Mark Sanchez\SancMa00,NYJ,QB,24,16,16,278,507,3291,17,13,30,105,3.50,3,0,0,0,,0,9,1,3,,1,202,202.1,222.1,215.1,,18,
85,Ryan Fitzpatrick\FitzRy00,BUF,QB,28,13,13,255,441,3000,23,15,40,269,6.73,0,0,0,0,,0,8,5,0,,,199,198.9,224.9,213.9,,19,
86,Sam Bradford\BradSa00,STL,QB,23,16,16,354,590,3512,18,15,27,63,2.33,1,0,0,0,,0,7,2,1,,,191,190.8,210.8,205.8,,20,
87,Donovan McNabb\McNaDo00,WAS,QB,34,13,13,275,472,3377,14,15,29,151,5.21,0,0,0,0,,0,10,1,0,,,174,174.2,196.2,189.2,,21,
88,Shaun Hill\HillSh00,DET,QB,30,11,10,257,416,2686,16,12,22,123,5.59,0,0,0,0,,0,3,1,0,,1,160,159.7,178.7,171.7,,22,
89,Jason Campbell\CampJa00,OAK,QB,29,13,12,194,329,2387,13,8,47,222,4.72,1,0,0,0,,0,9,1,1,,,158,157.7,172.7,165.7,,23,
90,Jon Kitna\KitnJo00,DAL,QB,38,10,9,209,318,2365,16,12,31,147,4.74,1,0,0,0,,0,6,1,1,,2,157,157.3,176.3,169.3,,24,
91,Chad Henne\HennCh01,MIA,QB,25,15,14,301,490,3301,15,19,35,52,1.49,0,0,0,0,,0,5,2,0,,,155,155.2,179.2,174.2,,25,
92,Matt Hasselbeck\HassMa00,SEA,QB,35,14,14,266,444,3001,12,17,23,60,2.61,3,0,0,0,,0,7,5,3,,,148,148.0,173.0,165.0,,26,
93,Thomas Jones\JoneTh00,KAN,RB,32,16,10,0,0,0,0,0,245,896,3.66,6,20,14,122,8.71,0,3,1,6,,,136,149.8,156.8,142.8,,24,
94,Felix Jones\JoneFe00,DAL,RB,23,16,7,0,0,0,0,0,185,800,4.32,1,52,48,450,9.38,1,2,1,2,,,135,183.0,190.0,159.0,,25,
95,Alex Smith\SmitAl03,SFO,QB,26,11,10,204,342,2370,14,10,18,60,3.33,0,0,0,0,,0,4,2,0,,1,135,134.8,149.8,144.8,,27,
96,Michael Bush\BushMi00,OAK,RB,26,14,3,0,0,0,0,0,158,655,4.15,8,24,18,194,10.78,0,0,,8,,,133,150.9,156.9,141.9,,26,
97,LeGarrette Blount\BlouLe00,TAM,RB,24,13,7,0,0,0,0,0,201,1007,5.01,6,7,5,14,2.80,0,4,3,6,,,132,137.1,143.1,134.6,,27,
98,Brandon Jackson\JackBr00,GNB,RB,25,16,13,0,0,0,0,0,190,703,3.70,3,50,43,342,7.95,1,1,,4,,,129,171.5,177.5,150.0,,28,
99,Ronnie Brown\BrowRo05,MIA,RB,29,16,16,0,2,0,0,0,200,734,3.67,5,43,33,242,7.33,0,3,2,5,,,124,156.6,164.6,140.1,,29,
100,Ryan Torain\ToraRy00,WAS,RB,24,10,8,0,0,0,0,0,164,742,4.52,4,27,18,125,6.94,2,2,1,6,,,121,138.7,145.7,129.7,,30,
101,Brandon Marshall\MarsBr00,MIA,WR,26,14,14,0,1,0,0,0,2,3,1.50,0,146,86,1014,11.79,3,2,1,3,,,118,203.7,207.7,160.7,,31,
102,Ryan Mathews\MathRy00,SDG,RB,23,12,9,0,0,0,0,0,158,678,4.29,7,26,22,145,6.59,0,5,3,7,,,118,140.3,149.3,129.3,,31,
103,Marshawn Lynch\LyncMa00,2TM,RB,24,16,14,0,0,0,0,0,202,737,3.65,6,26,22,145,6.59,0,4,4,6,,,116,138.2,148.2,127.2,,32,
104,Pierre Garcon\GarcPi00,IND,WR,24,14,14,0,0,0,0,0,2,6,3.00,0,119,67,784,11.70,6,0,,6,,,115,182.0,185.0,148.5,,32,
105,Austin Collie\CollAu00,IND,WR,25,9,6,0,0,0,0,0,0,0,,0,71,58,649,11.19,8,1,1,8,,,111,168.9,172.9,139.9,,33,
106,Davone Bess\BessDa00,MIA,WR,25,16,8,0,0,0,0,0,2,-3,-1.50,0,125,79,820,10.38,5,3,1,5,,,110,188.7,192.7,149.2,,35,
107,Michael Crabtree\CrabMi00,SFO,WR,23,16,15,0,0,0,0,0,0,0,,0,101,55,741,13.47,6,0,,6,,,110,165.1,168.1,137.6,,34,
108,Kerry Collins\CollKe00,TEN,QB,38,10,7,160,278,1823,14,8,10,1,0.10,0,0,0,0,,0,5,3,0,,1,109,109.0,123.0,117.0,,28,
109,Tim Hightower\HighTi00,ARI,RB,24,16,13,0,0,0,0,0,153,736,4.81,5,42,21,136,6.48,0,5,4,5,,,109,130.2,140.2,119.7,,33,
110,Malcom Floyd\FloyMa00,SDG,WR,29,11,9,0,0,0,0,0,0,0,,0,77,37,717,19.38,6,1,,6,,,108,144.7,147.7,126.2,,37,
111,Santonio Holmes\HolmSa00,NYJ,WR,26,12,10,0,0,0,0,0,2,17,8.50,0,96,52,746,14.35,6,2,2,6,,,108,160.3,165.3,134.3,,36,
112,Chad Johnson\JohnCh01,CIN,WR,32,14,12,0,1,0,0,0,0,0,,0,126,67,831,12.40,4,0,,4,,,107,174.1,177.1,140.6,,38,
113,Nate Washington\WashNa00,TEN,WR,27,16,16,0,0,0,0,0,1,-8,-8.00,0,94,42,687,16.36,6,0,,6,,,104,145.9,148.9,124.9,,39,
114,Anthony Armstrong\ArmsAn00,WAS,WR,27,15,11,0,0,0,0,0,0,0,,0,86,44,871,19.80,3,1,1,3,,,103,147.1,151.1,125.1,,41,
115,Nate Burleson\BurlNa00,DET,WR,29,14,14,0,0,0,0,0,7,81,11.57,0,86,55,625,11.36,6,2,2,6,,,103,157.6,162.6,130.1,,42,
116,Hines Ward\WardHi00,PIT,WR,34,16,15,0,0,0,0,0,1,-2,-2.00,0,95,59,755,12.80,5,1,1,5,,,103,162.3,166.3,132.8,,40,
117,Dez Bryant\BryaDe01,DAL,WR,22,12,2,0,0,0,0,0,1,0,0.00,0,73,45,561,12.47,6,2,1,8,,,102,147.1,151.1,124.6,,43,
118,Jacoby Ford\FordJa01,OAK,WR,23,16,9,0,0,0,0,0,10,155,15.50,2,54,25,470,18.80,2,3,2,7,,,101,125.5,133.5,113.0,,44,
119,Jabar Gaffney\GaffJa00,DEN,WR,30,16,11,0,0,0,0,0,0,0,,0,112,65,875,13.46,2,1,,2,,,100,164.5,167.5,132.0,,45,
120,Chris Ivory\IvorCh00,NOR,RB,22,12,4,0,0,0,0,0,137,716,5.23,5,1,1,17,17.00,0,4,2,5,,,99,100.3,105.3,99.8,,34,
121,Tony Romo\RomoTo00,DAL,QB,30,6,6,148,213,1605,11,7,6,38,6.33,0,0,0,11,,0,0,,0,,,99,99.1,109.1,106.1,,29,
122,Tim Tebow\TeboTi00,DEN,QB,23,9,3,41,82,654,5,3,43,227,5.28,6,0,0,0,,0,1,,6,,,99,98.9,107.9,101.9,,30,
123,Brett Favre\FavrBr00,MIN,QB,41,13,13,217,358,2509,11,19,17,8,0.47,0,0,0,0,,0,7,5,0,,,97,97.2,124.2,116.2,,31,
124,Shonn Greene\GreeSh00,NYJ,RB,25,15,2,0,0,0,0,0,185,766,4.14,2,24,16,120,7.50,0,3,2,2,,,97,112.6,120.6,104.6,,36,
125,Jonathan Stewart\StewJo00,CAR,RB,23,14,7,0,0,0,0,0,178,770,4.33,2,14,8,103,12.88,1,4,4,3,,,97,105.3,115.3,101.3,,35,
126,James Jones\JoneJa04,GNB,WR,26,16,3,0,0,0,0,0,0,0,,0,87,50,679,13.58,5,3,1,5,,,96,145.9,149.9,120.9,,47,
127,Brandon Pettigrew\PettBr00,DET,TE,25,16,16,0,0,0,0,0,0,0,,0,111,71,722,10.17,4,0,,4,,,96,167.2,170.2,131.7,,12,
128,Mike Sims-Walker\WalkMi01,JAX,WR,26,14,13,0,0,0,0,0,0,0,,0,80,43,562,13.07,7,1,1,7,,,96,139.2,143.2,117.7,,46,
129,Danny Amendola\AmenDa00,STL,WR,25,16,6,0,0,0,0,0,7,81,11.57,0,123,85,689,8.11,3,2,,3,,,95,180.0,183.0,137.5,,49,
130,Robert Meachem\MeacRo00,NOR,WR,26,16,7,0,0,0,0,0,4,14,3.50,0,66,44,638,14.50,5,0,,5,,,95,139.2,142.2,117.2,,48,
131,Cadillac Williams\WillCa02,TAM,RB,28,16,9,0,0,0,0,0,125,437,3.50,2,64,46,355,7.72,1,1,1,3,,,95,141.2,148.2,118.2,,38,
132,Ricky Williams\WillRi00,MIA,RB,33,16,0,0,0,0,0,0,159,673,4.23,2,30,19,141,7.42,1,4,2,3,,,95,114.4,122.4,104.9,,37,
133,Ben Watson\WatsBe00,CLE,TE,30,16,16,0,0,0,0,0,1,-1,-1.00,0,102,68,763,11.22,3,0,,3,,,94,162.2,165.2,128.2,,13,
134,Devin Hester*+\HestDe99,CHI,WR,28,16,13,0,0,0,0,0,7,30,4.29,0,73,40,475,11.88,4,0,,7,,,93,132.5,135.5,112.5,,50,
135,Jason Snelling\SnelJa00,ATL,RB,27,14,0,0,0,0,0,0,87,324,3.72,2,51,44,303,6.89,3,2,,5,,,93,136.7,142.7,114.7,,39,
136,Rashad Jennings\JennRa00,JAX,RB,25,13,3,0,0,0,0,0,84,459,5.46,4,35,26,223,8.58,0,0,,4,,,92,118.2,124.2,105.2,,40,
137,Kevin Walter\WaltKe00,HOU,WR,29,16,16,0,0,0,0,0,0,0,,0,80,51,621,12.18,5,0,,5,,,92,143.1,146.1,117.6,,51,
138,Derek Anderson\AndeDe00,ARI,QB,27,12,9,169,327,2065,7,10,5,25,5.00,0,0,0,0,,0,6,2,0,,1,91,91.1,106.1,101.1,,32,
139,Justin Forsett\ForsJu00,SEA,RB,25,16,5,0,0,0,0,0,118,523,4.43,2,51,33,252,7.64,0,0,,2,,,90,122.5,128.5,106.0,,41,
140,Todd Heap\HeapTo00,BAL,TE,30,13,13,0,0,0,0,0,0,0,,0,64,40,599,14.98,5,1,,5,,,90,129.9,132.9,109.9,,14,
141,Colt McCoy\McCoCo00,CLE,QB,24,8,8,135,222,1576,6,9,28,136,4.86,1,1,1,13,13.00,0,1,,1,,,90,90.9,105.9,99.4,,33,
142,Vince Young\YounVi00,TEN,QB,27,9,8,93,156,1255,10,3,25,125,5.00,0,0,0,0,,0,6,4,0,,,89,88.7,101.7,91.7,,34,
143,Steve Breaston\BreaSt00,ARI,WR,27,13,11,1,2,17,0,0,3,35,11.67,0,87,47,718,15.28,1,0,,2,,,88,135.0,138.0,111.5,,52,
144,Jacob Tamme\TammJa00,IND,TE,25,16,8,0,0,0,0,0,0,0,,0,93,67,631,9.42,4,0,,4,,,87,154.1,157.1,120.6,,15,
145,Mike Williams\WillMi03,SEA,WR,26,14,13,0,0,0,0,0,1,0,0.00,0,110,65,751,11.55,2,0,,2,,,87,152.1,155.1,119.6,,53,
146,Keiland Williams\WillKe03,WAS,RB,24,15,3,0,0,0,0,0,65,261,4.02,3,58,39,309,7.92,2,1,1,5,,,85,124.0,131.0,104.5,,42,
147,Joseph Addai\AddaJo00,IND,RB,27,8,7,0,0,0,0,0,116,495,4.27,4,26,19,124,6.53,0,2,1,4,,,84,102.9,109.9,93.4,,43,
148,Eddie Royal\RoyaEd00,DEN,WR,24,16,10,0,0,0,0,0,6,61,10.17,0,105,59,627,10.63,3,4,2,3,,,83,141.8,146.8,112.3,,54,
149,Donald Brown\BrowDo00,IND,RB,23,13,8,0,0,0,0,0,129,497,3.85,2,28,20,205,10.25,0,0,,2,,,82,102.2,108.2,92.2,,44,
150,Josh Morgan\MorgJo00,SFO,WR,25,16,11,0,0,0,0,0,2,17,8.50,0,80,44,698,15.86,2,2,1,2,,,82,125.5,129.5,103.5,,55,
151,Kevin Boss\BossKe00,NYG,TE,26,15,13,0,0,0,0,0,0,0,,0,70,35,531,15.17,5,1,1,5,,,81,116.1,120.1,98.6,,16,
152,Maurice Morris\MorrMa00,DET,RB,31,14,7,0,0,0,0,0,90,336,3.73,5,31,25,170,6.80,0,1,,5,,,81,105.6,111.6,93.1,,45,
153,Roy Williams\WillRo04,DAL,WR,29,15,9,0,0,0,0,0,0,0,,0,64,37,530,14.32,5,3,2,5,1,,81,118.0,123.0,99.5,,56,
154,Lee Evans\EvanLe00,BUF,WR,29,13,13,0,0,0,0,0,0,0,,0,84,37,578,15.62,4,2,1,4,,,80,116.8,120.8,98.3,,57,
